node_id,node_label,node_type,module_id,module_size,x,y
GO:0048520,positive regulation of behavior,Informative GO term,GO:0051240,7,25.58954598279479,-5.452316549035688
GO:0061036,positive regulation of cartilage development,Informative GO term,GO:0051240,7,26.41045401720521,-5.452316549035688
GO:0120162,positive regulation of cold-induced thermogenesis,Informative GO term,GO:0051240,7,26.922281804924005,-4.810504803522673
GO:1902459,positive regulation of stem cell population maintenance,Informative GO term,GO:0051240,7,26.739612582414757,-4.010178647441638
GO:0030279,negative regulation of ossification,Informative GO term,GO:0051241,7,31.200000000000003,-3.654
GO:0034104,negative regulation of tissue remodeling,Informative GO term,GO:0051241,7,30.460387417585245,-4.010178647441638
GO:0046621,negative regulation of organ growth,Informative GO term,GO:0051241,7,30.277718195075998,-4.810504803522673
GO:0061037,negative regulation of cartilage development,Informative GO term,GO:0051241,7,30.78954598279479,-5.452316549035688
GO:0120163,negative regulation of cold-induced thermogenesis,Informative GO term,GO:0051241,7,31.610454017205214,-5.452316549035688
GO:1902455,negative regulation of stem cell population maintenance,Informative GO term,GO:0051241,7,32.12228180492401,-4.810504803522673
GO:1903523,negative regulation of blood circulation,Informative GO term,GO:0051241,7,31.93961258241476,-4.010178647441638
GO:0051965,positive regulation of synapse assembly,Informative GO term,GO:0051963,4,26,-26.708
GO:0150052,regulation of postsynapse assembly,Informative GO term,GO:0051963,4,25.108,-27.599999999999998
GO:1904889,regulation of excitatory synapse assembly,Informative GO term,GO:0051963,4,26,-28.491999999999997
GO:1905606,regulation of presynapse assembly,Informative GO term,GO:0051963,4,26.892,-27.599999999999998
GO:0001941,postsynaptic membrane organization,Informative GO term,GO:0061024,5,26,-12.889999999999999
GO:0031579,membrane raft organization,Informative GO term,GO:0061024,5,25.13453857017141,-13.518794535118797
GO:0061952,midbody abscission,Informative GO term,GO:0061024,5,25.46511542041385,-14.536205464881201
GO:0090148,membrane fission,Informative GO term,GO:0061024,5,26.53488457958615,-14.536205464881201
GO:0120009,intermembrane lipid transfer,Informative GO term,GO:0061024,5,26.86546142982859,-13.518794535118797
GO:0002501,peptide antigen assembly with MHC protein complex,Informative GO term,GO:0065003,5,31.200000000000003,-12.889999999999999
GO:0048208,COPII vesicle coat assembly,Informative GO term,GO:0065003,5,30.334538570171414,-13.518794535118797
GO:0048268,clathrin coat assembly,Informative GO term,GO:0065003,5,30.66511542041385,-14.536205464881201
GO:0051131,chaperone-mediated protein complex assembly,Informative GO term,GO:0065003,5,31.734884579586154,-14.536205464881201
GO:0051382,kinetochore assembly,Informative GO term,GO:0065003,5,32.065461429828595,-13.518794535118797
GO:0007204,positive regulation of cytosolic calcium ion concentration,Informative GO term,GO:0065008,5,36.4,-12.889999999999999
GO:0008360,regulation of cell shape,Informative GO term,GO:0065008,5,35.53453857017141,-13.518794535118797
GO:0032098,regulation of appetite,Informative GO term,GO:0065008,5,35.86511542041385,-14.536205464881201
GO:0043114,regulation of vascular permeability,Informative GO term,GO:0065008,5,36.93488457958615,-14.536205464881201
GO:0099149,regulation of postsynaptic neurotransmitter receptor internalization,Informative GO term,GO:0065008,5,37.26546142982859,-13.518794535118797
GO:0071276,cellular response to cadmium ion,Informative GO term,GO:0071248,4,31.200000000000003,-26.708
GO:0071277,cellular response to calcium ion,Informative GO term,GO:0071248,4,30.308000000000003,-27.599999999999998
GO:0071280,cellular response to copper ion,Informative GO term,GO:0071248,4,31.200000000000003,-28.491999999999997
GO:0071294,cellular response to zinc ion,Informative GO term,GO:0071248,4,32.092000000000006,-27.599999999999998
GO:0035458,cellular response to interferon-beta,Informative GO term,GO:0071345,5,5.572142936120457e-17,-17.49
GO:0071346,cellular response to type II interferon,Informative GO term,GO:0071345,5,-0.8654614298285896,-18.118794535118795
GO:0071353,cellular response to interleukin-4,Informative GO term,GO:0071345,5,-0.5348845795861507,-19.1362054648812
GO:0071354,cellular response to interleukin-6,Informative GO term,GO:0071345,5,0.5348845795861503,-19.1362054648812
GO:0097398,cellular response to interleukin-17,Informative GO term,GO:0071345,5,0.8654614298285898,-18.118794535118795
GO:0032467,positive regulation of cytokinesis,Informative GO term,GO:0090068,4,36.4,-26.708
GO:0045840,positive regulation of mitotic nuclear division,Informative GO term,GO:0090068,4,35.507999999999996,-27.599999999999998
GO:0051984,positive regulation of chromosome segregation,Informative GO term,GO:0090068,4,36.4,-28.491999999999997
GO:0090267,positive regulation of mitotic cell cycle spindle assembly checkpoint,Informative GO term,GO:0090068,4,37.292,-27.599999999999998
GO:0007156,homophilic cell-cell adhesion,Informative GO term,GO:0098609,8,26,0.964
GO:0007157,heterophilic cell-cell adhesion,Informative GO term,GO:0098609,8,25.318349062936168,0.6816509370638318
GO:0007158,neuron cell-cell adhesion,Informative GO term,GO:0098609,8,25.036,1.1805595143780483e-16
GO:0016338,calcium-independent cell-cell adhesion,Informative GO term,GO:0098609,8,25.318349062936168,-0.6816509370638317
GO:0016339,calcium-dependent cell-cell adhesion,Informative GO term,GO:0098609,8,26,-0.964
GO:0034113,heterotypic cell-cell adhesion,Informative GO term,GO:0098609,8,26.681650937063832,-0.681650937063832
GO:0044331,cell-cell adhesion mediated by cadherin,Informative GO term,GO:0098609,8,26.964,-2.3611190287560967e-16
GO:0099560,synaptic membrane adhesion,Informative GO term,GO:0098609,8,26.681650937063832,0.6816509370638316
GO:0007249,canonical NF-kappaB signal transduction,Informative GO term,GO:0141124,4,5.461924724197195e-17,-31.307999999999996
GO:0038061,non-canonical NF-kappaB signal transduction,Informative GO term,GO:0141124,4,-0.8919999999999999,-32.199999999999996
GO:0043491,phosphatidylinositol 3-kinase/protein kinase B signal transduction,Informative GO term,GO:0141124,4,-1.6385774172591584e-16,-33.092
GO:0060395,SMAD protein signal transduction,Informative GO term,GO:0141124,4,0.8919999999999999,-32.199999999999996
GO:0001541,ovarian follicle development,Informative GO term,GO:0160108,16,6.784543267276337e-17,1.1079999999999999
GO:0001655,urogenital system development,Informative GO term,GO:0160108,16,-0.42401324306051935,1.0236585220225056
GO:0001824,blastocyst development,Informative GO term,GO:0160108,16,-0.7834743135546945,0.7834743135546947
GO:0001942,hair follicle development,Informative GO term,GO:0160108,16,-1.0236585220225056,0.4240132430605196
GO:0003407,neural retina development,Informative GO term,GO:0160108,16,-1.1079999999999999,1.3569086534552673e-16
GO:0021510,spinal cord development,Informative GO term,GO:0160108,16,-1.0236585220225056,-0.4240132430605193
GO:0021766,hippocampus development,Informative GO term,GO:0160108,16,-0.7834743135546948,-0.7834743135546945
GO:0021772,olfactory bulb development,Informative GO term,GO:0160108,16,-0.42401324306052,-1.0236585220225054
GO:0021854,hypothalamus development,Informative GO term,GO:0160108,16,-2.0353629801829007e-16,-1.1079999999999999
GO:0031018,endocrine pancreas development,Informative GO term,GO:0160108,16,0.4240132430605197,-1.0236585220225054
GO:0048483,autonomic nervous system development,Informative GO term,GO:0160108,16,0.7834743135546943,-0.7834743135546948
GO:0060021,roof of mouth development,Informative GO term,GO:0160108,16,1.0236585220225054,-0.42401324306052013
GO:0060037,pharyngeal system development,Informative GO term,GO:0160108,16,1.1079999999999999,-2.7138173069105346e-16
GO:0060324,face development,Informative GO term,GO:0160108,16,1.0236585220225054,0.42401324306051963
GO:0090102,cochlea development,Informative GO term,GO:0160108,16,0.7834743135546948,0.7834743135546943
GO:1904888,cranial skeletal system development,Informative GO term,GO:0160108,16,0.4240132430605202,1.0236585220225054
GO:0033198,response to ATP,Informative GO term,GO:1901700,5,5.2,-17.49
GO:0033280,response to vitamin D,Informative GO term,GO:1901700,5,4.334538570171411,-18.118794535118795
GO:0042220,response to cocaine,Informative GO term,GO:1901700,5,4.66511542041385,-19.1362054648812
GO:0045472,response to ether,Informative GO term,GO:1901700,5,5.734884579586151,-19.1362054648812
GO:0071731,response to nitric oxide,Informative GO term,GO:1901700,5,6.06546142982859,-18.118794535118795
GO:0033144,negative regulation of intracellular steroid hormone receptor signaling pathway,Informative GO term,GO:1902532,8,31.200000000000003,0.964
GO:0035331,negative regulation of hippo signaling,Informative GO term,GO:1902532,8,30.51834906293617,0.6816509370638318
GO:0043124,negative regulation of canonical NF-kappaB signal transduction,Informative GO term,GO:1902532,8,30.236000000000004,1.1805595143780483e-16
GO:0051898,negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,Informative GO term,GO:1902532,8,30.51834906293617,-0.6816509370638317
GO:0060392,negative regulation of SMAD protein signal transduction,Informative GO term,GO:1902532,8,31.200000000000003,-0.964
GO:0141162,negative regulation of cAMP/PKA signal transduction,Informative GO term,GO:1902532,8,31.881650937063835,-0.681650937063832
GO:1900102,negative regulation of endoplasmic reticulum unfolded protein response,Informative GO term,GO:1902532,8,32.164,-2.3611190287560967e-16
GO:1901223,negative regulation of non-canonical NF-kappaB signal transduction,Informative GO term,GO:1902532,8,31.881650937063835,0.6816509370638316
GO:0043123,positive regulation of canonical NF-kappaB signal transduction,Informative GO term,GO:1902533,6,5.682361148043719e-17,-8.271999999999998
GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,Informative GO term,GO:1902533,6,-0.8036715747119588,-8.735999999999999
GO:0060391,positive regulation of SMAD protein signal transduction,Informative GO term,GO:1902533,6,-0.8036715747119592,-9.664
GO:1901224,positive regulation of non-canonical NF-kappaB signal transduction,Informative GO term,GO:1902533,6,-1.7047083444131153e-16,-10.128
GO:1901798,positive regulation of signal transduction by p53 class mediator,Informative GO term,GO:1902533,6,0.8036715747119587,-9.664
GO:2001244,positive regulation of intrinsic apoptotic signaling pathway,Informative GO term,GO:1902533,6,0.8036715747119589,-8.735999999999999
