category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p_adjust,qvalue,geneID,Count
Organismal Systems,Endocrine system,mcf04912,GnRH signaling pathway - Macaca fascicularis (crab-eating macaque),16/731,95/10949,0.16842105263157894,2.5226294189646485,3.9866145209267327,5.064940795473419e-4,0.002504955569744292,0.0014494185545758079,102138724/102126681/102140615/102121272/101866377/102141214/102115744/101865168/102143695/102130114/102118497/102125035/101925060/101925220/102116992/101865389,16
Organismal Systems,Nervous system,mcf04730,Long-term depression - Macaca fascicularis (crab-eating macaque),12/731,60/10949,0.2,2.99562243502052,4.145750269558737,5.12696913992956e-4,0.002504955569744292,0.0014494185545758079,102127403/102140615/101865995/102141214/102115744/102143695/101925220/102122483/102116992/101865389/102131761/102142098,12
Organismal Systems,Digestive system,mcf04973,Carbohydrate digestion and absorption - Macaca fascicularis (crab-eating macaque),10/731,44/10949,0.22727272727272727,3.404116403432409,4.273779668088127,5.134380981463455e-4,0.002504955569744292,0.0014494185545758079,102140615/102137291/102142026/101866246/101925220/102116992/102143464/102145864/102124503/102123076,10
Organismal Systems,Endocrine system,mcf04928,"Parathyroid hormone synthesis, secretion and action - Macaca fascicularis (crab-eating macaque)",18/731,114/10949,0.15789473684210525,2.3649650802793576,3.918344735679021,5.223377230326612e-4,0.002510339504724133,0.001452533809533088,102138724/102140615/102144714/102137767/102146467/102146983/102141214/102115744/102147121/102132020/102130114/101925220/101925869/102116992/101865389/102123367/102135088/101866184,18
Human Diseases,Cardiovascular disease,mcf05417,Lipid and atherosclerosis - Macaca fascicularis (crab-eating macaque),29/731,229/10949,0.12663755458515283,1.8967914981570977,3.6682165380110305,6.368827423166814e-4,0.002973241531423485,0.0017203783951028338,102126681/101865181/101866070/102140615/102121272/101866377/101925550/101865168/102133054/102137291/102142026/102135896/101925657/102118497/101866246/102125035/101925060/102134477/101925220/102144774/102143464/101865389/102118430/102142532/102123175/102119008/102146604/102117645/102137250,29
Cellular Processes,Cellular community - eukaryotes,mcf04530,Tight junction - Macaca fascicularis (crab-eating macaque),24/731,176/10949,0.13636363636363635,2.0424698420594454,3.7290193560860105,6.371231853050325e-4,0.002973241531423485,0.0017203783951028338,102131971/102125257/102121272/102134164/101925295/101867500/102128414/102142497/102133054/101926197/102117220/101925657/102118497/102119696/101865696/102127552/101926525/101865530/102114934/101865352/102131561/102124166/102141554/102143429,24
Organismal Systems,Endocrine system,mcf04935,"Growth hormone synthesis, secretion and action - Macaca fascicularis (crab-eating macaque)",19/731,127/10949,0.14960629921259844,2.240819931708263,3.7618371450581605,7.352994752224618e-4,0.003382377586023324,0.001957112888937981,102140615/102121272/102141214/102115744/101925550/102137291/102142026/102130114/102118497/101866246/102125035/101925060/101925220/102116992/102143464/101865389/102119008/102123367/102128371,19
Cellular Processes,Cell growth and death,mcf04218,Cellular senescence - Macaca fascicularis (crab-eating macaque),23/731,168/10949,0.13690476190476192,2.050574881115237,3.6702467627355126,7.751812162618004e-4,0.0035156105864267567,0.0020342042294787055,101865297/102146086/101866070/101866377/102140874/102119572/102141214/102115744/101865168/102137291/102142026/102121039/101866246/101867153/101925060/102134477/102143464/101865389/102136323/101925182/102128371/102125414/102137250,23
Human Diseases,Endocrine and metabolic disease,mcf04930,Type II diabetes mellitus - Macaca fascicularis (crab-eating macaque),10/731,47/10949,0.2127659574468085,3.186832377681404,4.018412065231217,8.934157416973746e-4,0.003995553733702147,0.002311909156146715,102121272/102137291/102142026/102118497/101866246/102143464/102145864/102146604/102128371/101865678,10
Human Diseases,Infectious disease: viral,mcf05167,Kaposi sarcoma-associated herpesvirus infection - Macaca fascicularis (crab-eating macaque),28/731,224/10949,0.125,1.8722640218878248,3.527901508039632,9.622112450608073e-4,0.004147632280597963,0.00239990491554704,101866070/102121272/101866179/101866377/102140874/102141214/102115744/101925341/101865168/102137291/102142026/102136293/102146984/102118497/101866246/102125035/101925060/102134477/102116470/102144774/102143464/101865389/101925349/102145713/102119008/102146604/102128371/102137250,28
Human Diseases,Cardiovascular disease,mcf05418,Fluid shear stress and atherosclerosis - Macaca fascicularis (crab-eating macaque),21/731,150/10949,0.14,2.096935704514364,3.61807999940924,9.650783766356902e-4,0.004147632280597963,0.00239990491554704,102116249/102121272/101866377/102134051/101925550/101865168/102137291/102142026/102138414/102146984/101925657/102118497/101866246/102125035/101925060/102143464/102123175/102131561/102117792/102146604/102135088,21
Human Diseases,Cancer: specific types,mcf05212,Pancreatic cancer - Macaca fascicularis (crab-eating macaque),14/731,82/10949,0.17073170731707318,2.5572386640419076,3.785736692768739,9.70334628503263e-4,0.004147632280597963,0.00239990491554704,102138724/102146086/102121272/102140874/102141214/102137291/102142026/102118497/101866246/102138998/102143464/102146604/101925182/102128371,14
Organismal Systems,Endocrine system,mcf04910,Insulin signaling pathway - Macaca fascicularis (crab-eating macaque),20/731,140/10949,0.14285714285714285,2.1397303107289427,3.6300824680499346,9.789442649858547e-4,0.004147632280597963,0.00239990491554704,102121272/101866377/102128414/102141214/101865168/102137291/102142026/102138981/102118497/101866246/102133148/102138641/102143464/102145864/101926288/102129375/102146604/102144832/102128371/102137533,20
Human Diseases,Infectious disease: bacterial,mcf05132,Salmonella infection - Macaca fascicularis (crab-eating macaque),31/731,261/10949,0.11877394636015326,1.7790094920619945,3.406888452729548,0.0012398283835655447,0.005184736876728641,0.002999994858388263,102146708/102146451/102123206/101866329/102121272/102134164/102139495/101867500/102142497/102141214/102133054/102142026/102136293/102146984/102118497/102125035/101925060/102116470/102139389/102128569/101925673/102143464/101925349/101926843/102142532/101866132/102146604/102118932/101925562/102130619/101866606,31
Environmental Information Processing,Signal transduction,mcf04310,Wnt signaling pathway - Macaca fascicularis (crab-eating macaque),23/731,174/10949,0.13218390804597702,1.9798654024560907,3.4847814162798785,0.0012588872596013786,0.005196944840918512,0.0030070586362947915,102133571/102144285/102126681/102146086/101866070/102140615/102121272/102119572/101865361/102133054/102146984/102118497/102134477/101925220/102115052/102116470/102128489/102116992/101925349/102117417/102116467/102144252/102137250,23
Human Diseases,Cardiovascular disease,mcf05414,Dilated cardiomyopathy - Macaca fascicularis (crab-eating macaque),17/731,113/10949,0.1504424778761062,2.2533443095287096,3.581939537865474,0.0012878204203611956,0.005249090827295,0.0030372313711383293,102130815/102116249/101865818/102116137/101865326/102130114/102132578/102131750/102145250/102141225/102141004/102117465/101926678/102132307/101925271/101925182/102143606,17
Organismal Systems,Endocrine system,mcf04922,Glucagon signaling pathway - Macaca fascicularis (crab-eating macaque),17/731,114/10949,0.14912280701754385,2.2335781313749488,3.5411780469376843,0.0014219771817486698,0.005723458156538397,0.0033117100153883497,102126681/101866070/102140615/101866377/102128414/102115744/101865168/102138981/102130114/102134477/101925220/102133148/101865389/102123367/102144832/102137250/101865678,17
Human Diseases,Infectious disease: viral,mcf05170,Human immunodeficiency virus 1 infection - Macaca fascicularis (crab-eating macaque),28/731,231/10949,0.12121212121212122,1.8155287484972848,3.3506689594953865,0.0015433504644456204,0.006135294438907281,0.003550006916268679,101866070/101866329/102121272/102143866/101866377/102141214/102115744/101925550/101925341/101865168/102137291/102142026/102118497/101866246/101925060/102134477/102139788/102144774/102116992/102143464/101865389/102138249/101866132/102146604/102131761/102115437/102128371/102137250,28
Organismal Systems,Immune system,mcf04611,Platelet activation - Macaca fascicularis (crab-eating macaque),18/731,125/10949,0.144,2.1568481532147743,3.479209704244698,0.0015696730351304785,0.006163838016000172,0.003566522814096209,102140615/102115744/102133054/101864805/102137291/102142026/102143695/102130114/101866246/101925220/102122483/102114959/102143464/101865389/102128548/102145713/102132302/102142098,18
NA,NA,mcf04082,Neuroactive ligand signaling - Macaca fascicularis (crab-eating macaque),25/731,199/10949,0.12562814070351758,1.8816723838068592,3.3571649290515952,0.00164215737313023,0.006370779206601615,0.003686263221864943,102123462/102117873/101925799/101866847/102126453/102140615/101866597/101865995/102131510/102119891/101925341/102122335/102141724/102130114/102121641/101925540/102131281/101925220/102143809/102120997/102133968/102116992/102139609/102131761/102130684,25
Environmental Information Processing,Signaling molecules and interaction,mcf04514,Cell adhesion molecules - Macaca fascicularis (crab-eating macaque),22/731,169/10949,0.1301775147928994,1.9498134192441252,3.32824590771141,0.0019387910293594453,0.007432032279211207,0.004300325967376214,102131971/102116249/102127489/101925295/102136370/102144192/101865519/102119696/102127141/102129491/102131295/102134778/101867493/102131962/102134154/102135338/101925271/102116970/102116468/102117792/102142477/102132485,22
Human Diseases,Cancer: specific types,mcf05211,Renal cell carcinoma - Macaca fascicularis (crab-eating macaque),12/731,70/10949,0.17142857142857143,2.567676372874731,3.519282081184291,0.0021126008227525758,0.007909970522399178,0.004576870815510477,101866329/101925178/101865745/102141214/102137291/102142026/101866246/102143464/101866132/101925182/102115437/102137533,12
Human Diseases,Cancer: specific types,mcf05218,Melanoma - Macaca fascicularis (crab-eating macaque),12/731,70/10949,0.17142857142857143,2.567676372874731,3.519282081184291,0.0021126008227525758,0.007909970522399178,0.004576870815510477,102138724/102144714/102140874/102141214/102132043/102137291/102142026/101866246/102143464/101867161/102121325/102136323,12
Human Diseases,Drug resistance: antineoplastic,mcf01521,EGFR tyrosine kinase inhibitor resistance - Macaca fascicularis (crab-eating macaque),13/731,80/10949,0.1625,2.4339432284541727,3.442906988477288,0.0023086748690423686,0.008544750664731525,0.004944167596134292,102138724/101865745/102141214/102132043/102137291/102142026/101866246/102143086/102116992/102143464/101867161/102119008/102128371,13
Human Diseases,Cancer: specific types,mcf05222,Small cell lung cancer - Macaca fascicularis (crab-eating macaque),15/731,100/10949,0.15,2.2467168262653896,3.3497785712356554,0.0025006379797824635,0.009150061698749469,0.005294412947625551,102146475/102116249/102128641/102120952/102140874/101925550/102137291/102142026/101866246/102131342/102143464/102118598/101925271/102146604/102147194,15
Environmental Information Processing,Signal transduction,mcf04151,PI3K-Akt signaling pathway - Macaca fascicularis (crab-eating macaque),40/731,379/10949,0.10554089709762533,1.5808033957891925,3.0778991939435496,0.002586297807328159,0.009272058255388868,0.005365002651859528,102138724/102116249/102125257/102144714/102120952/101925870/102140874/107126428/102119572/102141214/101925550/101925341/102132043/102137291/101926197/102142026/102129227/102141609/101866246/102126294/102143086/102131342/101926525/102133064/102143464/101867161/102118598/102145713/101925271/102136323/102119008/102146604/102133649/102147194/102120728/102123367/102131093/102128371/102137242/101866184,40
Organismal Systems,Excretory system,mcf04960,Aldosterone-regulated sodium reabsorption - Macaca fascicularis (crab-eating macaque),8/731,37/10949,0.21621621621621623,3.2385107405627247,3.647967827965372,0.0025915690775931617,0.009272058255388868,0.005365002651859528,102137291/102142026/102118229/101866246/102116992/102143464/102124503/101866184,8
Organismal Systems,Excretory system,mcf04961,Endocrine and other factor-regulated calcium reabsorption - Macaca fascicularis (crab-eating macaque),10/731,54/10949,0.18518518518518517,2.7737244768708513,3.4947213685427494,0.0027059491788129775,0.009574897094261304,0.005540231401386895,102140615/101866950/102135212/101925220/102141225/102116992/102124503/102118932/102144572/102115223,10
Organismal Systems,Nervous system,mcf04721,Synaptic vesicle cycle - Macaca fascicularis (crab-eating macaque),13/731,82/10949,0.15853658536585366,2.374578759467485,3.3416799665825363,0.0028908629300830593,0.010118020255290707,0.005854493576941665,102117873/101926423/101866847/101866905/102135212/101865424/101866706/102143809/102120803/102139609/102118932/102127448/102115169,13
Environmental Information Processing,Signal transduction,mcf04371,Apelin signaling pathway - Macaca fascicularis (crab-eating macaque),19/731,143/10949,0.13286713286713286,1.9900988204681773,3.1875515272237767,0.003035564717467393,0.010422677264280764,0.0060307743569064905,101865297/102146086/102140615/101866377/102128414/102141214/102115744/101925341/101865168/102130114/102136293/101864901/101925220/102141225/102132307/101865389/102127531/102135088/102128371,19
Organismal Systems,Endocrine system,mcf04925,Aldosterone synthesis and secretion - Macaca fascicularis (crab-eating macaque),15/731,102/10949,0.14705882352941177,2.202663555162147,3.2638677270817755,0.0030426449156596017,0.010422677264280764,0.0060307743569064905,102126681/102140615/101866950/102140172/101866377/102115744/101865168/102130114/101864901/101925220/102116992/101865389/102124503/102123367/102144572,15
Environmental Information Processing,Signal transduction,mcf04340,Hedgehog signaling pathway - Macaca fascicularis (crab-eating macaque),10/731,55/10949,0.18181818181818182,2.723293122745927,3.426809386350599,0.003114078204406076,0.010555086124407963,0.0061073888330180105,102128114/102119572/102126087/102130537/102137664/102115281/101925869/102131133/102141926/102144252,10
Organismal Systems,Endocrine system,mcf04916,Melanogenesis - Macaca fascicularis (crab-eating macaque),15/731,103/10949,0.14563106796116504,2.18127847210232,3.221656516288027,0.003347893296666285,0.01122939209923483,0.006497556069187857,102126681/102140615/101866377/102141214/101865168/102130114/102146984/101925220/102115052/102116470/102116992/101925349/102121325/102131761/102137242,15
Organismal Systems,Endocrine system,mcf04924,Renin secretion - Macaca fascicularis (crab-eating macaque),12/731,74/10949,0.16216216216216217,2.4288830554220433,3.2986865285154385,0.00341391226659848,0.01133278092623413,0.006557378960259696,102139202/101866070/102140615/101866377/102115744/101865168/102134477/101925220/102132529/101865389/102142098/102137250,12
Metabolism,Metabolism of cofactors and vitamins,mcf00670,One carbon pool by folate - Macaca fascicularis (crab-eating macaque),8/731,39/10949,0.20512820512820512,3.0724332666877125,3.4677167551237265,0.003670001479166037,0.012004167924145673,0.006945857216651795,101926844/102115084/101865874/102146226/102143082/101925793/102134491/102146254,8
Organismal Systems,Immune system,mcf04062,Chemokine signaling pathway - Macaca fascicularis (crab-eating macaque),24/731,200/10949,0.12,1.7973734610123118,3.0439385234133387,0.003690722436305657,0.012004167924145673,0.006945857216651795,101865181/102140615/107130111/102141214/101925550/101925341/102133054/102137291/102142026/102130114/101866246/101925220/102132362/101925869/101865530/102116992/102143464/102114934/102138249/101866132/102119008/102146604/101925562/102141926,24
Organismal Systems,Digestive system,mcf04972,Pancreatic secretion - Macaca fascicularis (crab-eating macaque),15/731,105/10949,0.14285714285714285,2.1397303107289427,3.1386661750662035,0.004033934415639202,0.012900886895023595,0.007464717163841701,102139202/102132454/102140615/101866950/102124629/102115744/102130114/101925220/102118542/102132307/102116992/101865389/102124503/102144572/102123076,15
Human Diseases,Cancer: specific types,mcf05210,Colorectal cancer - Macaca fascicularis (crab-eating macaque),14/731,95/10949,0.14736842105263157,2.207300741594067,3.16100727308768,0.004046551479494978,0.012900886895023595,0.007464717163841701,102138724/102146086/102121272/102141214/102137291/102142026/102146984/102118497/101866246/102116470/102143464/101925349/101925182/102128371,14
Human Diseases,Cancer: specific types,mcf05213,Endometrial cancer - Macaca fascicularis (crab-eating macaque),10/731,58/10949,0.1724137931034483,2.5824331336383795,3.2318308273422685,0.004638983683452347,0.01464463476540839,0.008473685366058466,102138724/102141214/102137291/102142026/102140007/102146984/101866246/102116470/102143464/101925349,10
Human Diseases,Endocrine and metabolic disease,mcf04931,Insulin resistance - Macaca fascicularis (crab-eating macaque),15/731,107/10949,0.14018691588785046,2.0997353516498967,3.0575143708961563,0.0048306383394102256,0.015101607235826141,0.00873809898902003,102125438/102121272/102128414/102137291/102142026/102118497/101866246/102116992/102143464/102146604/102146743/102138330/102123367/102144832/102128371,15
Human Diseases,Drug resistance: antineoplastic,mcf01522,Endocrine resistance - Macaca fascicularis (crab-eating macaque),14/731,97/10949,0.14432989690721648,2.1617893860972823,3.073983363711501,0.0048962650501931295,0.015159589866944113,0.00877164892595328,102138724/102121272/101925549/102141214/101925550/102137291/102142026/102130114/102118497/101866246/102143464/102136323/102128371/102115223,14
Human Diseases,Cancer: specific types,mcf05221,Acute myeloid leukemia - Macaca fascicularis (crab-eating macaque),11/731,68/10949,0.16176470588235295,2.422929910678362,3.148086764305639,0.005060067196910752,0.01551753940385964,0.008978765853164945,102141214/102137291/102142026/101866246/102116470/102143464/101925349/102128204/102146604/102128371/102137242,11
Organismal Systems,Immune system,mcf04659,Th17 cell differentiation - Macaca fascicularis (crab-eating macaque),15/731,108/10949,0.1388888888888889,2.080293357653139,3.0176025981334287,0.005274378878886776,0.01600801968870318,0.009262567783264017,102125438/102146086/101866070/102121272/101866179/102142259/102133222/102118497/102134477/102138221/102119008/102146604/102133649/102128371/102137250,15
Organismal Systems,Environmental adaptation,mcf04710,Circadian rhythm - Macaca fascicularis (crab-eating macaque),7/731,33/10949,0.21212121212121213,3.177175309870248,3.3501306230411867,0.005319435113947951,0.01600801968870318,0.009262567783264017,101925711/102146956/102128414/102142259/102131896/102117999/102144252,7
Organismal Systems,Aging,mcf04211,Longevity regulating pathway - Macaca fascicularis (crab-eating macaque),13/731,88/10949,0.14772727272727273,2.212675662231066,3.0548804873410926,0.0053890714065247345,0.016067416600934855,0.009296936052191793,102128414/102137291/102142026/101865915/102130114/101866246/101864901/101866264/102125769/102143464/102146075/102123367/102128371,13
Environmental Information Processing,Signal transduction,mcf04350,TGF-beta signaling pathway - Macaca fascicularis (crab-eating macaque),15/731,109/10949,0.13761467889908258,2.0612080974911837,2.978120710084848,0.005750536452398701,0.016987823281397998,0.009829502192897828,102128914/102146086/101866018/101925549/102126087/102134051/102134143/101926389/101866144/101866775/102115162/101925182/102127300/102115061/102137420,15
Human Diseases,Infectious disease: parasitic,mcf05146,Amoebiasis - Macaca fascicularis (crab-eating macaque),15/731,111/10949,0.13513513513513514,2.0240692128517024,2.9004097717433672,0.006806810508114563,0.019925390760117175,0.011529238851064858,102140615/102120952/101925550/102137291/102142026/101866246/101925220/102127552/102131342/102116992/102143464/102118598/102133761/101925182/102147194,15
Human Diseases,Substance dependence,mcf05031,Amphetamine addiction - Macaca fascicularis (crab-eating macaque),11/731,71/10949,0.15492957746478872,2.320552590508853,2.9857502840747667,0.0070514248554691536,0.020272846459473817,0.011730283829116919,102126681/101866070/101865995/101866377/101865168/102122335/101864901/102134477/102116992/102123367/102137250,11
Human Diseases,Cancer: specific types,mcf05223,Non-small cell lung cancer - Macaca fascicularis (crab-eating macaque),11/731,71/10949,0.15492957746478872,2.320552590508853,2.9857502840747667,0.0070514248554691536,0.020272846459473817,0.011730283829116919,102138724/102128641/102140874/102141214/102115733/102137291/102142026/101866246/102128569/102116992/102143464,11
Organismal Systems,Immune system,mcf04658,Th1 and Th2 cell differentiation - Macaca fascicularis (crab-eating macaque),13/731,91/10949,0.14285714285714285,2.1397303107289427,2.920054851660307,0.007165496846872209,0.020418495439759744,0.0118145593097008,102125438/101866070/102121272/101866179/101925110/102142627/102118497/102134477/102138221/102119008/102146604/102133649/102137250,13
Metabolism,Amino acid metabolism,mcf00310,Lysine degradation - Macaca fascicularis (crab-eating macaque),10/731,62/10949,0.16129032258064516,2.415824544371387,2.990159148304082,0.007521351595552851,0.021244519419017702,0.012292513688022666,102136014/102117297/102117410/101866274/102138188/102140141/102122792/102120149/102125769/102133176,10
Metabolism,Nucleotide metabolism,mcf00230,Purine metabolism - Macaca fascicularis (crab-eating macaque),17/731,134/10949,0.12686567164179105,1.9002082610204791,2.80430512075468,0.0077878573724275285,0.02180600064279708,0.012617398214367713,102138702/102137767/102146467/102121045/102120165/102147121/102130850/101926015/102130114/102122757/102132529/101926720/102120329/102130472/102114954/102131728/102132860,17
Organismal Systems,Immune system,mcf04650,Natural killer cell mediated cytotoxicity - Macaca fascicularis (crab-eating macaque),16/731,124/10949,0.12903225806451613,1.9326596354971095,2.7935934587368143,0.008244841674430911,0.02288654326867891,0.013242622290147653,101865181/101866070/101866179/102141214/102137291/102142026/101866246/102134477/102138221/102116992/102143464/102145713/101866132/102132302/102133910/102137250,16
Cellular Processes,Transport and catabolism,mcf04142,Lysosome - Macaca fascicularis (crab-eating macaque),17/731,137/10949,0.12408759124087591,1.858597861144118,2.7048314097329054,0.009655578893344017,0.026573473535527976,0.015375955592639596,101926423/102137349/102143866/102119735/101865648/102116401/101926323/101925314/102117130/101926160/102121407/102116772/102119591/102123618/102119759/102145540/102127448,17
Metabolism,Glycan biosynthesis and metabolism,mcf00514,Other types of O-glycan biosynthesis - Macaca fascicularis (crab-eating macaque),8/731,46/10949,0.17391304347826086,2.6048890739308868,2.917387137530086,0.010317811944838754,0.028155385137610834,0.016291282018166455,102130237/102136150/102116800/102118870/102136008/102127339/102139646/102127281,8
Environmental Information Processing,Signal transduction,mcf04066,HIF-1 signaling pathway - Macaca fascicularis (crab-eating macaque),15/731,117/10949,0.1282051282051282,1.92027079167982,2.6766856900084774,0.010934175513125892,0.02934003762688781,0.016976746191432305,102138724/102126681/101866179/102141214/102137291/102142026/101866246/102138221/101926813/102131754/102116992/102143464/102145864/102129375/102128371,15
Organismal Systems,Nervous system,mcf04726,Serotonergic synapse - Macaca fascicularis (crab-eating macaque),15/731,117/10949,0.1282051282051282,1.92027079167982,2.6766856900084774,0.010934175513125892,0.02934003762688781,0.016976746191432305,102140615/101866597/102141214/102115744/101925341/101865527/102143695/102123532/102131281/101925220/102125667/102127724/102116992/101865389/102131761,15
Human Diseases,Cancer: specific types,mcf05220,Chronic myeloid leukemia - Macaca fascicularis (crab-eating macaque),11/731,77/10949,0.14285714285714285,2.1397303107289427,2.6843298001067617,0.012824499959695704,0.03412800815720675,0.019747163922280472,102146086/102121794/102140874/102141214/102137291/102142026/101866246/102143464/102136323/102146604/101925182,11
Cellular Processes,Cellular community - eukaryotes,mcf04540,Gap junction - Macaca fascicularis (crab-eating macaque),13/731,98/10949,0.1326530612244898,1.9868924313911611,2.624769120624772,0.013115753896910411,0.034616989793484855,0.020030098703650932,102138724/102140615/101867500/102141214/102115744/102132043/102130114/101925220/102122483/102116992/101865389/101867161/102142098,13
Environmental Information Processing,Signal transduction,mcf04668,TNF signaling pathway - Macaca fascicularis (crab-eating macaque),15/731,121/10949,0.12396694214876033,1.8567907655085867,2.5347578242767934,0.014632578775822695,0.03830642573833258,0.022164881842709604,102121272/107126428/102141214/102137291/102142026/101925657/102118497/101866246/102125035/101925060/102145584/102143464/101925205/102146604/102123367,15
Organismal Systems,Digestive system,mcf04971,Gastric acid secretion - Macaca fascicularis (crab-eating macaque),11/731,79/10949,0.13924050632911392,2.0855599231155515,2.589975816053833,0.015384181473342128,0.03994924543884004,0.02311545094042068,102126681/102140615/101866377/102124629/102115744/101865168/102130114/101925220/102116992/101865389/102124503,11
Organismal Systems,Endocrine system,mcf04917,Prolactin signaling pathway - Macaca fascicularis (crab-eating macaque),10/731,70/10949,0.14285714285714285,2.1397303107289427,2.55858449443601,0.017222547735807555,0.044365282967440266,0.025670660625161577,102121272/102119572/102141214/102137291/102142026/102118497/101866246/102143464/102119008/102115223,10
Human Diseases,Cancer: specific types,mcf05225,Hepatocellular carcinoma - Macaca fascicularis (crab-eating macaque),19/731,169/10949,0.11242603550295859,1.6839297711653811,2.396561699301617,0.017567497024866124,0.04489471461910231,0.025977000613210562,102138724/102146086/101865745/102140874/102141214/102137291/102142026/102138414/102146984/101866246/102115052/102116470/101925399/102116992/102143464/101925349/102123741/101925182/102128371,19
Human Diseases,Cancer: overview,mcf05202,Transcriptional misregulation in cancer - Macaca fascicularis (crab-eating macaque),23/731,217/10949,0.10599078341013825,1.5875418434440545,2.3381451600329983,0.018541799779490914,0.04670915932783869,0.02702687545285207,101865178/101925178/102122893/101865995/102119572/101925549/101926602/102122741/101925550/101865484/102132310/101866398/102128204/102121325/101866775/102136323/102118074/102142327/102132944/102136120/102121884/102135088/101926297,23
Human Diseases,Cancer: specific types,mcf05226,Gastric cancer - Macaca fascicularis (crab-eating macaque),17/731,147/10949,0.11564625850340136,1.7321626324948582,2.390326765738245,0.018567616130320968,0.04670915932783869,0.02702687545285207,102138724/102146086/102128641/101865745/102141214/102137291/102142026/102140007/102146984/101866246/102115052/102116470/102143086/102143464/101925349/101925182/102128371,17
NA,NA,mcf03273,Virion - Lassa virus and SFTS virus - Macaca fascicularis (crab-eating macaque),4/731,16/10949,0.25,3.7445280437756496,2.938333751632364,0.01879932178727824,0.04692543887987281,0.027152019227647886,102119735/102117220/102128886/102121366,4
Metabolism,Global and overview maps,mcf01210,2-Oxocarboxylic acid metabolism - Macaca fascicularis (crab-eating macaque),6/731,33/10949,0.18181818181818182,2.723293122745927,2.6517189666878367,0.020402699820579677,0.050535918017128124,0.02924111634204537,101926860/102134328/102122792/101925901/101925790/102130337,6
Genetic Information Processing,"Folding, sorting and degradation",mcf04120,Ubiquitin mediated proteolysis - Macaca fascicularis (crab-eating macaque),18/731,161/10949,0.11180124223602485,1.6745715475269987,2.3062884397790144,0.021512466562231495,0.052877971244569014,0.030596276267697665,101865547/102140439/101865249/102126087/101926258/101926817/101925744/101866196/101867444/102139788/102127058/102143206/102144800/102136323/102138693/101925366/102135339/102123009,18
Organismal Systems,Endocrine system,mcf04914,Progesterone-mediated oocyte maturation - Macaca fascicularis (crab-eating macaque),12/731,96/10949,0.125,1.8722640218878248,2.295893868835194,0.025674481181608238,0.06263017379149889,0.03623910023241354,102125259/102121272/102141214/102137291/102142026/102130114/102118497/101866196/101866246/102143206/102143464/102138330,12
Metabolism,Carbohydrate metabolism,mcf00650,Butanoate metabolism - Macaca fascicularis (crab-eating macaque),5/731,26/10949,0.19230769230769232,2.880406187519731,2.567500355533062,0.026656831497202476,0.06421471333845023,0.03715594724062011,102129657/102145658/102137911/102126505/102117015,5
Metabolism,Glycan biosynthesis and metabolism,mcf00512,Mucin type O-glycan biosynthesis - Macaca fascicularis (crab-eating macaque),6/731,35/10949,0.17142857142857143,2.567676372874731,2.4845148339919123,0.02672289312842339,0.06421471333845023,0.03715594724062011,102130237/102116800/102118870/102127339/102139646/102127281,6
Cellular Processes,Transport and catabolism,mcf04140,Autophagy - animal - Macaca fascicularis (crab-eating macaque),19/731,178/10949,0.10674157303370786,1.5987872546457829,2.154257777616668,0.028515383749032234,0.06801447086806207,0.03935456470626671,102125438/101865297/102146451/102121272/102119735/102141214/101925628/102137291/102142026/102136293/102118497/101866246/101866264/102144774/102122718/102143464/101865389/102128371/102129949,19
Metabolism,Lipid metabolism,mcf00564,Glycerophospholipid metabolism - Macaca fascicularis (crab-eating macaque),12/731,99/10949,0.12121212121212122,1.8155287484972848,2.1801437841384392,0.0317371499441506,0.0751423697207095,0.04347891284918465,102128346/102132454/101926575/102119326/101926162/102143695/101866889/102118155/101866529/102127260/101925210/102140151,12
Environmental Information Processing,Signal transduction,mcf04152,AMPK signaling pathway - Macaca fascicularis (crab-eating macaque),14/731,122/10949,0.11475409836065574,1.718799757798659,2.1353885157082924,0.032586568429322484,0.07659032871709372,0.04431673155582082,102126453/102125257/102128414/102137291/101926197/102142026/102123475/101866246/101866264/101926525/101926813/102143464/102123367/102128371,14
Human Diseases,Infectious disease: viral,mcf05161,Hepatitis B - Macaca fascicularis (crab-eating macaque),18/731,169/10949,0.10650887573964497,1.5953018884724661,2.086000296498353,0.03302863868681426,0.0770668236025666,0.044592441247643964,102146086/102121272/101925110/102141214/102137291/102142026/102118497/101866246/102125035/101925060/102139788/102144774/102116992/102143464/102119008/102146604/101925182/102123367,18
Environmental Information Processing,Signaling molecules and interaction,mcf04512,ECM-receptor interaction - Macaca fascicularis (crab-eating macaque),11/731,89/10949,0.12359550561797752,1.8512273474845908,2.1565959842185225,0.03422371398662402,0.0792808338395175,0.04587351287870089,102116249/102139846/102120952/102129227/102131342/102133064/102118598/101925271/102147194/102120728/102131093,11
Environmental Information Processing,Signal transduction,mcf04390,Hippo signaling pathway - Macaca fascicularis (crab-eating macaque),17/731,158/10949,0.10759493670886076,1.611569031498381,2.071029649677508,0.034543139931564625,0.07944922184259863,0.045970945623210066,102128914/102146086/102143170/102125257/102119572/101926197/102140007/102146984/102115052/102116470/101865770/101926525/101925349/102114934/101866775/101925182/102144252,17
