category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p_adjust,qvalue,geneID,Count
NA,NA,mcf04082,Neuroactive ligand signaling - Macaca fascicularis (crab-eating macaque),22/553,199/10949,0.11055276381909548,2.1888647577853098,3.903476632558116,4.487216499401261e-4,0.002001870251989921,9.95272369410384e-4,102135875/101925220/102117873/102119891/102133810/101925799/101926461/102125173/102132671/102116992/102130114/102122335/102133968/101866847/101866657/102136509/101865995/102120997/102130972/101866597/102140615/101866879,22
Organismal Systems,Nervous system,mcf04722,Neurotrophin signaling pathway - Macaca fascicularis (crab-eating macaque),16/553,123/10949,0.13008130081300814,2.5755156647407347,4.0526406331757165,4.49931750447246e-4,0.002001870251989921,9.95272369410384e-4,101925345/101865168/101866377/102141214/102138674/101925779/101925657/102126339/102137291/101866246/101867458/101866436/102133022/102133756/101865745/102118759,16
Human Diseases,Endocrine and metabolic disease,mcf04936,Alcoholic liver disease - Macaca fascicularis (crab-eating macaque),18/553,148/10949,0.12162162162162163,2.408020135868237,3.9774484979934868,4.6736125180307e-4,0.0020497129186220356,0.00101905836859316,102120948/102132033/102130588/102135329/101925779/101925657/102126339/102138812/102128414/102121328/101864908/101867458/102133756/101926633/102146984/102116470/101925060/101866264,18
Organismal Systems,Digestive system,mcf04970,Salivary secretion - Macaca fascicularis (crab-eating macaque),13/553,89/10949,0.14606741573033707,2.892029176910417,4.133374393453821,4.963849805270154e-4,0.002146340690447799,0.0010670989203323533,102135875/101925220/101865168/101926461/101866377/102127531/102116992/102130114/101866950/102124503/102115744/102140615/102126394,13
Organismal Systems,Circulatory system,mcf04270,Vascular smooth muscle contraction - Macaca fascicularis (crab-eating macaque),17/553,137/10949,0.12408759124087591,2.4568445506263115,3.9574670124836606,5.274706169738035e-4,0.0021918464026764992,0.0010897230529336274,102135875/101925220/101865168/101926461/102115600/101866377/102141214/102116992/102121021/102130114/102133054/102127819/101866436/102135837/102115744/102140615/101926221,17
Organismal Systems,Sensory system,mcf04750,Inflammatory mediator regulation of TRP channels - Macaca fascicularis (crab-eating macaque),14/553,101/10949,0.13861386138613863,2.744454192254669,4.062021736032313,5.277306762990075e-4,0.0021918464026764992,0.0010897230529336274,102135875/101925220/101865168/101926461/101866377/102116992/102130114/102126339/102133222/102137291/101866246/102115744/101925060/102140615,14
Organismal Systems,Immune system,mcf04611,Platelet activation - Macaca fascicularis (crab-eating macaque),16/553,125/10949,0.128,2.5343074141048825,3.978966868749876,5.397089635864137e-4,0.0021918464026764992,0.0010897230529336274,101925220/102133302/101926461/102132631/102145693/102118376/102130114/102133054/102137291/101866246/102127819/102126878/102128548/102133022/102115744/102140615,16
Human Diseases,Cardiovascular disease,mcf05418,Fluid shear stress and atherosclerosis - Macaca fascicularis (crab-eating macaque),18/553,150/10949,0.12,2.375913200723327,3.9132871868448613,5.500746777444686e-4,0.0021918464026764992,0.0010897230529336274,102138665/101926487/101865168/102116249/102135088/101866377/101866865/101925657/101925550/102126339/102137291/101866246/102124562/102140241/102146984/101925060/102118759/102125183,18
Human Diseases,Cardiovascular disease,mcf05417,Lipid and atherosclerosis - Macaca fascicularis (crab-eating macaque),24/553,229/10949,0.10480349344978165,2.0750333630771416,3.7917449379972226,5.525905242783902e-4,0.0021918464026764992,0.0010897230529336274,102135875/101925220/102134477/101926487/101865168/101866377/101866865/101925657/101925550/102133054/101865181/102126339/102137291/101866246/102137473/102124562/101867458/102117645/102135896/102133022/102133756/101925060/102140615/102131294,24
Environmental Information Processing,Signal transduction,mcf04022,cGMP-PKG signaling pathway - Macaca fascicularis (crab-eating macaque),19/553,163/10949,0.1165644171779141,2.3078911458968925,3.880002617297135,5.622742326605267e-4,0.0021918464026764992,0.0010897230529336274,102138665/101925220/102134477/102146405/101865168/102115600/102135088/101866377/102141214/102130114/101866950/102133054/102120762/102124503/102123367/102127819/102135837/102115744/102140615,19
Organismal Systems,Digestive system,mcf04971,Gastric acid secretion - Macaca fascicularis (crab-eating macaque),12/553,79/10949,0.1518987341772152,3.0074850642067434,4.129979738179526,5.640256215356464e-4,0.0021918464026764992,0.0010897230529336274,102135875/101925220/101865168/101926461/101866067/101866377/102116992/102130114/102124503/102116839/102115744/102140615,12
Human Diseases,Infectious disease: bacterial,mcf05100,Bacterial invasion of epithelial cells - Macaca fascicularis (crab-eating macaque),12/553,79/10949,0.1518987341772152,3.0074850642067434,4.129979738179526,5.640256215356464e-4,0.0021918464026764992,0.0010897230529336274,101925562/102142497/102135212/101925550/102137291/101866246/101866864/102117163/102140007/101865745/102146984/102131974,12
Organismal Systems,Endocrine system,mcf04916,Melanogenesis - Macaca fascicularis (crab-eating macaque),14/553,103/10949,0.13592233009708737,2.691163819589529,3.977098212106727,6.453348324992338e-4,0.00247647241971581,0.0012312309304261697,102135875/101925220/102146405/101865168/101926461/102121325/101866377/102141214/102116992/102130114/102133756/102146984/102116470/102140615,14
Human Diseases,Cancer: specific types,mcf05211,Renal cell carcinoma - Macaca fascicularis (crab-eating macaque),11/553,70/10949,0.15714285714285714,3.1113149057091194,4.086997480966529,7.080974311450762e-4,0.0026837766834757826,0.0013342966538796108,101866132/102141214/102137291/101866246/102140241/101866436/102133022/101925182/101865745/101866092/102125183,11
Human Diseases,Cancer: specific types,mcf05212,Pancreatic cancer - Macaca fascicularis (crab-eating macaque),12/553,82/10949,0.14634146341463414,2.897455122833326,3.9775938031206066,7.952261999007261e-4,0.0029611819033956814,0.0014722145585200541,102134273/102115080/102115287/102141214/102135329/102126339/102137291/101866246/102145859/102140241/101866436/101925182,12
Human Diseases,Cancer: specific types,mcf05223,Non-small cell lung cancer - Macaca fascicularis (crab-eating macaque),11/553,71/10949,0.15492957746478872,3.0674935690089904,4.030840737329357,8.005801237193536e-4,0.0029611819033956814,0.0014722145585200541,102135875/102115080/102141214/102116992/102135329/101925779/101865454/102137291/101866246/102145859/101866436,11
Cellular Processes,Cell motility,mcf04820,Cytoskeleton in muscle cells - Macaca fascicularis (crab-eating macaque),24/553,236/10949,0.1016949152542373,2.0134857633248537,3.630069383890244,8.498208330919304e-4,0.0031058928066574126,0.001544160661633207,102132578/102133302/102117596/102127262/102116249/102130112/102129227/101865289/102118376/101866335/101865529/102145961/102124503/101867063/101865160/102146250/102135534/102135846/102123840/101864871/102132595/102121916/102144285/102123592,24
Organismal Systems,Endocrine system,mcf04912,GnRH signaling pathway - Macaca fascicularis (crab-eating macaque),13/553,95/10949,0.1368421052631579,2.7093747025792334,3.859232922871469,9.345181237542155e-4,0.0033360123720063274,0.0016585694974830018,102135875/101925220/101865168/101926461/101866377/102141214/102116992/102130114/102126339/102138136/102115744/101925060/102140615,13
Human Diseases,Cancer: specific types,mcf05210,Colorectal cancer - Macaca fascicularis (crab-eating macaque),13/553,95/10949,0.1368421052631579,2.7093747025792334,3.859232922871469,9.345181237542155e-4,0.0033360123720063274,0.0016585694974830018,102134273/102115080/102115287/102141214/102135329/102126339/102137291/101866246/101866436/102133756/101925182/102146984/102116470,13
Organismal Systems,Immune system,mcf04659,Th17 cell differentiation - Macaca fascicularis (crab-eating macaque),14/553,108/10949,0.12962962962962962,2.56657290201594,3.773328711248372,0.0010400683695800778,0.0036701263156446425,0.0018246813501404872,102134477/102134273/101864991/101866179/102144414/102115287/101866865/102126339/102133222/102140649/102133649/101867458/102142259/101866092,14
Human Diseases,Cancer: specific types,mcf05226,Gastric cancer - Macaca fascicularis (crab-eating macaque),17/553,147/10949,0.11564625850340136,2.28971226827078,3.630749084726294,0.00117908666844241,0.004113404627407044,0.0020450665900017873,102134273/102115080/102115287/102141214/102135329/102137291/101866246/102145859/101866436/102133756/102140007/101925182/102143086/102118238/101865745/102146984/102116470,17
Environmental Information Processing,Signal transduction,mcf04020,Calcium signaling pathway - Macaca fascicularis (crab-eating macaque),25/553,259/10949,0.09652509652509653,1.9111270919589185,3.422447654479823,0.001412010442050987,0.0048551080471155045,0.002413820218864215,102141308/102135875/101925220/102134477/101865168/101926461/102145693/101866377/102127531/102116992/102132529/102130114/101866950/102120762/102140241/102132307/102144714/102143086/102142941/102115744/102140615/101866879/102125183/101925502/102126394,25
Organismal Systems,Digestive system,mcf04973,Carbohydrate digestion and absorption - Macaca fascicularis (crab-eating macaque),8/553,44/10949,0.18181818181818182,3.599868485944435,3.985306317916268,0.0014233215773302784,0.0048551080471155045,0.002413820218864215,101925220/102116992/102137291/101866246/102124503/102116570/102121518/102140615,8
Human Diseases,Cancer: specific types,mcf05222,Small cell lung cancer - Macaca fascicularis (crab-eating macaque),13/553,100/10949,0.13,2.5739059674502713,3.6465380702969132,0.0015130498064396028,0.0051044647316149236,0.00253779319761414,102133302/102115080/102127262/102116249/102135329/101925550/102137291/101866246/102137473/102145859/101867458/102132640/101867036,13
Environmental Information Processing,Signal transduction,mcf04340,Hedgehog signaling pathway - Macaca fascicularis (crab-eating macaque),9/553,55/10949,0.16363636363636364,3.239881637349992,3.840692641049486,0.0015893787284091082,0.00530368771327822,0.0026368411398091612,101926461/102136827/102135329/102126087/102128940/102133756/102119572/102118238/102135388,9
Environmental Information Processing,Signaling molecules and interaction,mcf04512,ECM-receptor interaction - Macaca fascicularis (crab-eating macaque),12/553,89/10949,0.1348314606741573,2.6695653940711543,3.647374433897057,0.0016539266318939196,0.005408523022199265,0.0026889622431643875,102137879/102133302/102127262/102116249/102132631/102129227/102132640/102146250/102129690/102132595/102141221/102123592,12
Organismal Systems,Excretory system,mcf04962,Vasopressin-regulated water reabsorption - Macaca fascicularis (crab-eating macaque),8/553,45/10949,0.17777777777777778,3.5198714084790037,3.9065063892542184,0.0016560298504453776,0.005408523022199265,0.0026889622431643875,102146405/101926461/101865173/101866905/102139389/102123367/102137773/101866391,8
Human Diseases,Neurodegenerative disease,mcf05016,Huntington disease - Macaca fascicularis (crab-eating macaque),31/553,355/10949,0.08732394366197183,1.7289509207141582,3.2201737517880566,0.002059272055347995,0.006654700220966678,0.0033085257398942857,101925220/102117873/101926612/102146405/101867500/102133810/102136293/101865971/101925657/102137128/102122335/101865454/102126339/102120762/102137473/101866847/102140308/102130095/102123367/101926562/101865995/101866864/102126003/102137773/7857740/102140615/101866879/7857746/101925169/7857741/101925318,31
Human Diseases,Infectious disease: viral,mcf05161,Hepatitis B - Macaca fascicularis (crab-eating macaque),18/553,169/10949,0.10650887573964497,2.1087986988668583,3.3502985095080584,0.0021929239777136672,0.007012788137063498,0.0034865567628123,102135875/102146405/102134273/102115287/102141214/102116992/102115184/102126339/102137291/101866246/102137473/102145859/101867458/102123367/101866436/101925182/101925060/102142621,18
Organismal Systems,Nervous system,mcf04726,Serotonergic synapse - Macaca fascicularis (crab-eating macaque),14/553,117/10949,0.11965811965811966,2.3691442172454833,3.4338761413659498,0.002259801435108055,0.007152155057506937,0.003555845991217233,102135875/101925220/101926433/101926461/102125173/102141214/102116992/101866657/102136509/101866436/101866597/102115744/102140615/102123532,14
Human Diseases,Endocrine and metabolic disease,mcf04934,Cushing syndrome - Macaca fascicularis (crab-eating macaque),17/553,157/10949,0.10828025477707007,2.1438707225210494,3.329450993135102,0.002414859460699077,0.007564916881985884,0.0037610593104335788,101925220/102132310/102146405/101926461/102141214/102135329/102130114/102145859/102123367/101866436/102133022/102133756/102146984/102116470/102115744/102140615/101926221,17
Organismal Systems,Circulatory system,mcf04261,Adrenergic signaling in cardiomyocytes - Macaca fascicularis (crab-eating macaque),17/553,158/10949,0.10759493670886076,2.1303019204797766,3.300570299574597,0.002583091484659462,0.00801019278576217,0.00398243769564723,102135875/101925220/102146405/102125257/101865168/101926461/101866377/102130815/102130114/101866950/102124503/102130603/102123367/102135846/102132307/102140615/101926221,17
Organismal Systems,Immune system,mcf04670,Leukocyte transendothelial migration - Macaca fascicularis (crab-eating macaque),14/553,119/10949,0.11764705882352941,2.329326667375811,3.36269744674731,0.002650225653378586,0.00813619275587226,0.004045081260419948,102135875/102116992/101925550/102133054/101865181/102137291/101866246/102136275/102124562/102139037/102133022/102140007/102146984/102119696,14
Cellular Processes,Transport and catabolism,mcf04148,Efferocytosis - Macaca fascicularis (crab-eating macaque),17/553,160/10949,0.10625,2.1036731464737795,3.243446175128449,0.0029489496045080367,0.008963638896870962,0.00445646370665623,101866184/102132310/101925562/102119780/102116249/101926160/102141214/101925550/102121336/102122730/102120990/102117645/101925250/102115345/101866092/102114977/102131974,17
Metabolism,Carbohydrate metabolism,mcf00562,Inositol phosphate metabolism - Macaca fascicularis (crab-eating macaque),10/553,72/10949,0.1388888888888889,2.7498995378742217,3.435750552563491,0.0031635654672670173,0.009521711749519357,0.004733921493846415,101925220/101865406/102136293/101925728/102116711/101865720/101867036/102124544/102142941/102140615,10
Environmental Information Processing,Signal transduction,mcf04152,AMPK signaling pathway - Macaca fascicularis (crab-eating macaque),14/553,122/10949,0.11475409836065574,2.272048142768209,3.2585637341838445,0.0033385303713913215,0.009950765281719764,0.004947234582031085,102120948/102146405/102132033/102125257/102130588/102135329/101925779/102138812/102137291/101866246/102128414/102123367/101926249/101866264,14
Cellular Processes,Transport and catabolism,mcf04145,Phagosome - Macaca fascicularis (crab-eating macaque),18/553,176/10949,0.10227272727272728,2.024926023343745,3.161384712169952,0.003415371167253872,0.00998589474616132,0.00496469994237405,101867500/102133302/102136293/102119735/102116249/102144414/102145896/101865173/102127507/102129227/101926423/102127448/102124562/102121336/102140649/101925077/101926553/102142621,18
Cellular Processes,Cellular community - eukaryotes,mcf04530,Tight junction - Macaca fascicularis (crab-eating macaque),18/553,176/10949,0.10227272727272728,2.024926023343745,3.161384712169952,0.003415371167253872,0.00998589474616132,0.00496469994237405,101865530/101867500/102145680/102125257/101926461/102142497/102135329/101925657/102138656/102133054/102140934/102126339/102128414/102136275/101867463/101865352/102117163/102119696,18
Cellular Processes,Transport and catabolism,mcf04140,Autophagy - animal - Macaca fascicularis (crab-eating macaque),18/553,178/10949,0.10112359550561797,2.0021740455533656,3.1090088904803506,0.0038537921187537343,0.011161454532616948,0.005549154490757611,101864869/102136293/102143296/101865971/102119735/101926461/101925212/101866640/102140795/102141214/102126339/102137291/101866246/101867036/102118605/101866092/101925628/101866264,18
Human Diseases,Neurodegenerative disease,mcf05010,Alzheimer disease - Macaca fascicularis (crab-eating macaque),35/553,435/10949,0.08045977011494253,1.593045249527135,2.911020730099315,0.00425625099507683,0.012211860331669036,0.006071386072662472,101925220/101926433/102134477/101926612/101867500/102136293/101865168/102129758/101865971/101866377/102141214/102127531/102138674/101925657/102137128/101865454/102126339/102137291/101866246/102120762/102137473/102130095/101866436/102133756/102126003/101865007/102118238/7857740/102146984/102115744/102140615/101866879/7857746/101925169/7857741,35
Human Diseases,Cardiovascular disease,mcf05412,Arrhythmogenic right ventricular cardiomyopathy - Macaca fascicularis (crab-eating macaque),11/553,88/10949,0.125,2.474909584086799,3.2038240086088963,0.004625361343230644,0.013148017892331554,0.006536816713142724,102132578/102133302/102116249/102130815/102134778/102146250/102132307/102140007/102132595/102146984/102116470,11
Organismal Systems,Endocrine system,mcf04910,Insulin signaling pathway - Macaca fascicularis (crab-eating macaque),15/553,140/10949,0.10714285714285714,2.1213510720743995,3.0797090314175724,0.0046857490567805684,0.013197476701207658,0.006561406211812482,101865168/101926461/101866377/102141214/101867274/101926288/102126339/102138812/102137291/101866246/102128414/102121518/101866436/102133756/101867078,15
Organismal Systems,Endocrine system,mcf04922,Glucagon signaling pathway - Macaca fascicularis (crab-eating macaque),13/553,114/10949,0.11403508771929824,2.2578122521493604,3.1135124971728394,0.004854898964389788,0.013467916039946879,0.006695860880481046,101925220/102134477/102146405/101865168/101926461/101866377/101925612/102130114/102138812/102128414/102123367/102115744/102140615,13
Human Diseases,Infectious disease: viral,mcf05160,Hepatitis C - Macaca fascicularis (crab-eating macaque),17/553,168/10949,0.10119047619047619,2.003498234736933,3.023002840841475,0.0048695071023912165,0.013467916039946879,0.006695860880481046,102125257/102131212/102141214/102135329/102115184/102137291/101866246/102137473/102136275/102145859/101867458/101866436/102133756/101926817/102139656/102146984/101926076,17
Environmental Information Processing,Signaling molecules and interaction,mcf04514,Cell adhesion molecules - Macaca fascicularis (crab-eating macaque),17/553,169/10949,0.10059171597633136,1.9916432155964776,2.9963065347857065,0.005168861793967013,0.014045725897706248,0.00698313133950765,102135338/102116970/102125541/101864991/102127489/102116249/101865519/102144414/102146257/102126078/102127141/102134778/102136275/101867063/102140649/101867042/102119696,17
Human Diseases,Cancer: overview,mcf05230,Central carbon metabolism in cancer - Macaca fascicularis (crab-eating macaque),10/553,77/10949,0.12987012987012986,2.571334632817454,3.1912156120367308,0.005169925167559629,0.014045725897706248,0.00698313133950765,101926081/102141214/101925612/102137291/101866246/101867036/102121518/102144714/102143086/101866092,10
Human Diseases,Cardiovascular disease,mcf05415,Diabetic cardiomyopathy - Macaca fascicularis (crab-eating macaque),22/553,242/10949,0.09090909090909091,1.7999342429722176,2.9021836720013727,0.005486512740586325,0.01477508255578949,0.007345746513250389,102135875/101925220/102134273/102115287/102116992/102137128/102126339/102137291/101866246/102120762/102124562/101867036/102132307/102133756/101925182/102126003/7857740/102140615/7857746/101925169/7857741/101926221,22
Environmental Information Processing,Signal transduction,mcf04066,HIF-1 signaling pathway - Macaca fascicularis (crab-eating macaque),13/553,117/10949,0.1111111111111111,2.199919630299377,3.0094531592378715,0.0060470651350042065,0.01614303475170688,0.008025853039593684,102135875/101866179/102141214/102116992/101925612/102123994/101867274/102137291/101866246/102140241/102121518/101867078/101866092,13
Environmental Information Processing,Signal transduction,mcf04390,Hippo signaling pathway - Macaca fascicularis (crab-eating macaque),16/553,158/10949,0.10126582278481013,2.0049900428044958,2.934649783874334,0.006157784826684334,0.016181097221777355,0.008044776606061088,102134273/102125257/102131212/102115287/101866775/102136827/102135329/102115184/101867066/102145501/102133756/102140007/101925182/102119572/102146984/102116470,16
Human Diseases,Neurodegenerative disease,mcf05020,Prion disease - Macaca fascicularis (crab-eating macaque),27/553,320/10949,0.084375,1.6705639692585896,2.8077977678877972,0.0061667373776806205,0.016181097221777355,0.008044776606061088,102134477/101926612/102146405/101867500/101926461/102127531/102137128/101865454/102126339/102137291/101866246/102120762/102137473/102130095/102124562/102123367/102126878/102132307/102133756/102126003/7857740/102115744/101866879/102131294/7857746/101925169/7857741,27
Organismal Systems,Endocrine system,mcf04927,Cortisol synthesis and secretion - Macaca fascicularis (crab-eating macaque),9/553,67/10949,0.13432835820895522,2.6596043291679035,3.1425661210490388,0.006258397061792222,0.016282439813306883,0.008095161230685747,101925220/102132310/102146405/101926461/102130114/102123367/102115744/102140615/101926221,9
Organismal Systems,Digestive system,mcf04972,Pancreatic secretion - Macaca fascicularis (crab-eating macaque),12/553,105/10949,0.11428571428571428,2.2627744768793594,2.998627469156699,0.006560906986327691,0.016926037351282366,0.00841513943403375,102135875/101925220/101866067/102116992/102130114/101866950/102124503/102132307/102133022/102115744/102140615/102126394,12
Human Diseases,Infectious disease: parasitic,mcf05142,Chagas disease - Macaca fascicularis (crab-eating macaque),12/553,106/10949,0.11320754716981132,2.241427547852196,2.96207742811208,0.007070234145034217,0.01808801568771254,0.008992841675701418,101925220/102134273/102125257/101866179/102115287/102126339/102137291/101866246/102121336/101867458/101925182/102140615,12
NA,NA,mcf03273,Virion - Lassa virus and SFTS virus - Macaca fascicularis (crab-eating macaque),4/553,16/10949,0.25,4.949819168173598,3.6464003956708733,0.007204629911732074,0.018279515561171463,0.009088049910405835,102119735/102128886/102146250/102121366,4
Environmental Information Processing,Signal transduction,mcf04150,mTOR signaling pathway - Macaca fascicularis (crab-eating macaque),16/553,161/10949,0.09937888198757763,1.9676299798950951,2.8526507831759464,0.007354730154024582,0.01850739473184874,0.00920134488639831,102135875/101866184/101866617/101925088/102141214/102116992/101926423/101867274/102137291/101866246/102121328/101867036/101866436/102133756/101867078/101926633,16
Human Diseases,Endocrine and metabolic disease,mcf04931,Insulin resistance - Macaca fascicularis (crab-eating macaque),12/553,107/10949,0.11214953271028037,2.2204796268442313,2.925934139197632,0.007610181206911122,0.01899451732131475,0.009443528241353125,102146405/101866582/102116992/102126339/102137291/101866246/102128414/101867458/102123367/101867036/102133756/101926221,12
Organismal Systems,Immune system,mcf04660,T cell receptor signaling pathway - Macaca fascicularis (crab-eating macaque),13/553,121/10949,0.10743801652892562,2.1271950144217118,2.8755071077764986,0.007987460527145003,0.019775406305109,0.009831763806757432,101866132/102134477/102125257/101864991/102141214/101865181/102134473/102126339/102137291/101866246/101867458/102126878/102133756,13
Environmental Information Processing,Signal transduction,mcf04370,VEGF signaling pathway - Macaca fascicularis (crab-eating macaque),8/553,58/10949,0.13793103448275862,2.7309347134750888,3.0482994663239573,0.008302201314397758,0.020301675405340704,0.010093409682065497,102135875/102134477/102141214/102116992/101925550/102137291/101866246/102140241,8
Organismal Systems,Immune system,mcf04664,Fc epsilon RI signaling pathway - Macaca fascicularis (crab-eating macaque),9/553,70/10949,0.12857142857142856,2.545621286489279,2.991950792053107,0.008332283716849931,0.020301675405340704,0.010093409682065497,102135875/102141214/101865181/102126339/102137291/101866246/102126878/102121794/101925060,9
Human Diseases,Drug resistance: antineoplastic,mcf01522,Endocrine resistance - Macaca fascicularis (crab-eating macaque),11/553,97/10949,0.1134020618556701,2.2452787979344158,2.8411515042909152,0.009578240279768545,0.023153698944007428,0.011511353838097298,101926461/102141214/102135329/101925550/102130114/102126339/102137291/101866246/102145859/101866436/102136323,11
Human Diseases,Infectious disease: viral,mcf05169,Epstein-Barr virus infection - Macaca fascicularis (crab-eating macaque),20/553,225/10949,0.08888888888888889,1.7599357042395019,2.656357545051165,0.009995359740983107,0.02397324562876417,0.01191880890166571,102115080/102144414/102135329/102126339/102137291/102132860/101866246/102137473/102141177/102130095/102145859/102121336/102140649/101867458/101864871/101867362/102136323/102119572/101925060/101864794,20
Human Diseases,Infectious disease: viral,mcf05171,Coronavirus disease - COVID-19 - Macaca fascicularis (crab-eating macaque),36/553,478/10949,0.07531380753138076,1.4911589125878624,2.5324374208306395,0.010487069515810707,0.024957599545378965,0.012408201385496144,102135875/101864869/102126326/101865009/102120517/102122855/101925038/102145311/102116449/102132631/101867006/101866107/101866725/101925497/102116992/102126208/101926814/101866348/101867274/102125354/101865255/102126339/102137291/101865213/101866246/101864921/101866165/102129332/102118160/101867458/102125792/102135607/102118065/101867181/102145235/101865402,36
Human Diseases,Cancer: specific types,mcf05216,Thyroid cancer - Macaca fascicularis (crab-eating macaque),6/553,38/10949,0.15789473684210525,3.1262015798991145,3.0280342388663906,0.011229706178087264,0.026519383051329157,0.013184675269819056,102115080/102141214/102135329/101866436/102146984/102116470,6
Human Diseases,Cardiovascular disease,mcf05414,Dilated cardiomyopathy - Macaca fascicularis (crab-eating macaque),12/553,113/10949,0.10619469026548672,2.102578053737458,2.7171329681904988,0.011562020545348514,0.027095727537572473,0.013471217188232498,102132578/102133302/101926461/102116249/102130815/102130114/102146250/102135846/102132307/101925182/102132595/101926221,12
Organismal Systems,Endocrine system,mcf04924,Renin secretion - Macaca fascicularis (crab-eating macaque),9/553,74/10949,0.12162162162162163,2.408020135868237,2.802895570793357,0.011862475275870107,0.02758924174009184,0.013716578269546776,101925220/102134477/101865168/101926461/101866377/102132529/102115744/102140615/101926221,9
Human Diseases,Cancer: overview,mcf05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Macaca fascicularis (crab-eating macaque),10/553,87/10949,0.11494252873563218,2.2757789278959075,2.7553512884706524,0.012054632153504123,0.02782535391823884,0.013833966460293612,102134477/101864991/101866179/102141214/102137291/101866246/101867458/101867036/101866092/101925060,10
Human Diseases,Infectious disease: bacterial,mcf05132,Salmonella infection - Macaca fascicularis (crab-eating macaque),22/553,261/10949,0.0842911877394636,1.6689045471236654,2.522510623581265,0.012812574869710767,0.02935418272388959,0.01459405621451737,101866132/101925562/101867500/102136293/101926487/102142497/102130304/101865173/102141214/101866865/102139389/102133054/102139495/101865454/102126339/101867458/102117163/102137773/102146984/102116470/101925060/101866391,22
Human Diseases,Infectious disease: viral,mcf05170,Human immunodeficiency virus 1 infection - Macaca fascicularis (crab-eating macaque),20/553,231/10949,0.08658008658008658,1.7142230885449692,2.5303454924383812,0.01310066508311618,0.02979188281864198,0.014811668125160595,101866132/102135875/102134477/101864991/101865168/102125173/101866377/102141214/102116992/102136827/102143866/101925550/102126339/102137291/101866246/101866657/102121336/101867458/102115744/101925060,20
Human Diseases,Cancer: specific types,mcf05219,Bladder cancer - Macaca fascicularis (crab-eating macaque),6/553,40/10949,0.15,2.969891500904159,2.8785690780215796,0.014345485024843911,0.032382822813434416,0.01609980904490996,102141214/102135329/102145859/102140241/101866436/102136323,6
Human Diseases,Cardiovascular disease,mcf05410,Hypertrophic cardiomyopathy - Macaca fascicularis (crab-eating macaque),11/553,103/10949,0.10679611650485436,2.1144858582489157,2.6209286545260944,0.014667987815296858,0.032869140578803906,0.01634159226444905,102132578/102133302/102116249/102130815/102128414/102146250/102135846/102132307/101925182/102132595/101926221,11
Organismal Systems,Immune system,mcf04658,Th1 and Th2 cell differentiation - Macaca fascicularis (crab-eating macaque),10/553,91/10949,0.10989010989010989,2.175744689307076,2.5975004285161125,0.016204738696974193,0.036049672318630994,0.017922861259048496,102134477/101864991/101866179/102144414/102126339/102141177/102140649/102133649/101867458/102142627,10
Metabolism,Lipid metabolism,mcf00100,Steroid biosynthesis - Macaca fascicularis (crab-eating macaque),4/553,20/10949,0.2,3.9598553345388794,3.055568994646097,0.016346377797735883,0.036103150963344724,0.017949449304594498,101926160/102118907/102146764/101865422,4
Organismal Systems,Immune system,mcf04625,C-type lectin receptor signaling pathway - Macaca fascicularis (crab-eating macaque),11/553,106/10949,0.10377358490566038,2.0546419188645126,2.5164022080983495,0.017872164019445892,0.03919110252835635,0.01948469009638838,101866132/102134477/102143296/101865168/101866377/102126339/102137291/101866246/101867458/102136323/102115744,11
Metabolism,Lipid metabolism,mcf00600,Sphingolipid metabolism - Macaca fascicularis (crab-eating macaque),7/553,55/10949,0.12727272727272726,2.5199079401611044,2.606164157743529,0.020000943131517967,0.04354815277571643,0.02165089028794405,101866922/102126222/102145183/102118629/102135864/102120317/101926756,7
Metabolism,Lipid metabolism,mcf00561,Glycerolipid metabolism - Macaca fascicularis (crab-eating macaque),8/553,68/10949,0.11764705882352941,2.329326667375811,2.5359961678674017,0.020686028277856747,0.044409864904209936,0.02207930879859572,102129758/102126222/102145183/102121328/102134655/102135864/102121522/101926633,8
Human Diseases,Cancer: specific types,mcf05221,Acute myeloid leukemia - Macaca fascicularis (crab-eating macaque),8/553,68/10949,0.11764705882352941,2.329326667375811,2.5359961678674017,0.020686028277856747,0.044409864904209936,0.02207930879859572,102128204/102141214/102135329/102137291/101866246/102124214/101866436/102116470,8
Organismal Systems,Immune system,mcf04650,Natural killer cell mediated cytotoxicity - Macaca fascicularis (crab-eating macaque),12/553,124/10949,0.0967741935483871,1.916059032841393,2.3660132702700496,0.022688931863792994,0.048262894879858013,0.023994924593106162,101866132/102135875/102134477/101866179/102141214/102116992/101865181/102117113/102137291/101866246/102126878/101866436,12
Organismal Systems,Excretory system,mcf04964,Proximal tubule bicarbonate reclamation - Macaca fascicularis (crab-eating macaque),4/553,22/10949,0.18181818181818182,3.599868485944435,2.815198829576206,0.022795178363450852,0.048262894879858013,0.023994924593106162,101926081/101866067/102124503/101926166,4
Organismal Systems,Immune system,mcf04612,Antigen processing and presentation - Macaca fascicularis (crab-eating macaque),9/553,83/10949,0.10843373493975904,2.146909518725898,2.418968302974033,0.023729249287701953,0.049896435146058224,0.024807073876833334,101864991/102144414/102131412/101866865/101867471/102121336/102140649/101925077/102131294,9
