ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p_adjust,qvalue,geneID,Count
BP,GO:0098660,inorganic ion transmembrane transport,74/1420,464/15876,0.15948275862068967,1.7830621661000488,5.365407362855966,6.213621634780446e-7,3.5296822897572256e-5,2.9941662146544375e-5,SLC24A3/KCNAB1/PLCB4/CACNA1D/ANO2/KCNK12/FGF12/NEDD4/KCNQ3/WNK1/ATP6V0C/TMEM38B/KCNH8/ANKH/KCNH5/STIM1/GLRB/FGF14/ATP1B1/RYR3/CACNB2/SCN9A/KCNH1/ATP2C1/TRPC3/KCNQ5/KCNIP1/ATP6V1H/KCNT2/ATP2B2/PLCH1/TMEM165/ATP2B1/FXYD6/GABRG3/KCNIP4/CACNA1C/ATP6V0A1/DPP10/KCNK13/TRPM8/TRPC1/HTR2A/ATP1A1/SLC12A9/HECW1/CACNA1A/GABRB2/NEDD4L/MICU3/CLIC2/HCN1/RYR2/GABRG1/ATP1B3/SCN7A/TRPM2/STAC2/SLC37A1/DPP6/SLC24A2/SLC25A37/MCUB/SLC9A9/GABRB1/PLCE1/SLC8A1/ITPR2/SLC24A4/PLCB1/KCNJ3/ANO4/PLCD1/SLC12A2,74
BP,GO:0051336,regulation of hydrolase activity,43/1420,228/15876,0.18859649122807018,2.1085618977020015,5.284147374881226,1.994383612717243e-6,1.1023012129748007e-4,9.350623595328639e-5,RASGRF2/ARAP2/TIAM1/RASAL2/RGS7/RAPGEF5/SERPINI1/RASGEF1C/ARHGAP22/TMBIM6/RGL1/ARHGAP29/URI1/SEMA4D/RALGAPA1/SIPA1L1/RAP1GDS1/CCPG1/CHN1/PREX2/VAV3/RALGPS1/RGS6/SERPINA1/MYO9A/RAPGEF4/NF1/RASGEF1B/RAP1GAP2/PLXNA4/GNA13/SCARB2/RALGAPA2/ARHGEF26/RASAL3/ARHGAP12/TBCK/RAB3GAP1/PCSK1N/ASAP1/AGT/DOCK9/SERPINI2,43
BP,GO:0048585,negative regulation of response to stimulus,56/1420,331/15876,0.1691842900302115,1.8915280200842517,5.137248811969136,2.3074471202131935e-6,1.2417708844305212e-4,1.0533719817482945e-4,SEMA3E/EYA4/DEPTOR/LDLRAD4/TMBIM6/PPM1B/NXN/PPM1L/SEMA5A/PEBP1/CD55/PDE4D/PPM1A/SEMA4D/IRAK3/CD74/PTPRO/NLRC5/SPRED1/DDIT4/SLC25A4/CRHBP/PDE10A/DUSP10/APCDD1/SMURF1/APC/FRMD8/THY1/PEA15/SEMA6A/VWC2/CHRDL1/PID1/SUSD4/SEMA3C/SKIL/GSK3B/ANKRD6/CSNK1A1/RORA/DUSP16/SEMA6D/PMEPA1/INSIG1/PIK3IP1/SESN1/SEMA7A/PTCH1/LEMD3/EYA1/VWC2L/AOAH/FAIM2/DLG5/GRB14,56
BP,GO:0043547,positive regulation of GTPase activity,27/1420,117/15876,0.23076923076923078,2.5800650054171186,5.376263265244981,3.429279331572328e-6,1.798173393093695e-4,1.525358255986828e-4,RASGRF2/ARAP2/TIAM1/RGS7/RAPGEF5/RASGEF1C/ARHGAP22/RGL1/ARHGAP29/SEMA4D/RALGAPA1/SIPA1L1/RAP1GDS1/CHN1/PREX2/RALGPS1/RGS6/MYO9A/RAPGEF4/RASGEF1B/RAP1GAP2/RALGAPA2/ARHGEF26/TBCK/RAB3GAP1/ASAP1/DOCK9,27
BP,GO:0030001,metal ion transport,70/1420,458/15876,0.15283842794759825,1.7087766775324436,4.8239756425930285,5.813854501918759e-6,2.972333114105966e-4,2.521376899779504e-4,SLC24A3/KCNAB1/PLCB4/FTH1/CACNA1D/KCNK12/FGF12/NEDD4/KCNQ3/WNK1/NDFIP1/TMEM38B/KCNMB4/KCNH8/KCNH5/STIM1/FGF14/ATP1B1/RYR3/CACNB2/SCN9A/KCNH1/TRPM3/ATP2C1/TRPC3/KCNQ5/KCNIP1/KCNT2/ATP2B2/PLCH1/TMEM165/ATP2B1/FXYD6/NDFIP2/KCNIP4/CACNA1C/DPP10/KCNK13/TRPM8/TRPC1/HTR2A/ATP1A1/HECW1/NKAIN3/CACNA1A/NEDD4L/MICU3/CLIC2/HCN1/RYR2/ATP1B3/SCN7A/TRPM2/KCNMB1/STAC2/DPP6/SLC24A2/SLC25A37/MCUB/SLC9A9/PLCE1/SLC8A1/ITPR2/SLC24A4/SLC11A1/PLCB1/KCNJ3/PLCD1/SLC12A2/NKAIN2,70
BP,GO:0030866,cortical actin cytoskeleton organization,10/1420,22/15876,0.45454545454545453,5.081946222791293,6.004628755720794,7.521963654942158e-6,3.7518087010626126e-4,3.1825920676109565e-4,ANLN/RTKN/ROCK2/NCKAP1/EPB41L2/FMNL2/FMNL3/EPB41L3/EPB41L1/EPB41,10
BP,GO:0048589,developmental growth,17/1420,58/15876,0.29310344827586204,3.276979116075765,5.444703417546228,7.740584592202465e-6,3.7689274978700097e-4,3.19711363607761e-4,SEMA3E/NINJ2/PSAP/ULK2/FTO/SEMA5A/CDKL5/MYCBP2/SEMA4D/TEC/GAP43/WWC2/SEMA6A/SEMA3C/TMEM108/SEMA6D/SEMA7A,17
BP,GO:0051345,positive regulation of hydrolase activity,28/1420,129/15876,0.21705426356589147,2.4267278087127417,5.09934079168881,8.018628931864398e-6,3.8135107362006267e-4,3.234932797971243e-4,RASGRF2/ARAP2/TIAM1/RGS7/RAPGEF5/RASGEF1C/ARHGAP22/RGL1/ARHGAP29/SEMA4D/RALGAPA1/SIPA1L1/RAP1GDS1/CHN1/PREX2/RALGPS1/RGS6/MYO9A/RAPGEF4/RASGEF1B/RAP1GAP2/GNA13/RALGAPA2/ARHGEF26/TBCK/RAB3GAP1/ASAP1/DOCK9,28
BP,GO:0010975,regulation of neuron projection development,21/1420,83/15876,0.25301204819277107,2.8287459697946717,5.235245834719797,9.053829386068087e-6,4.207972976024827e-4,0.00035695480450335433,SEMA3E/PAK1/TIAM1/ULK2/NEDD4/SEMA5A/CDKL5/SEMA4D/CDH2/HECW1/MUSK/NEDD4L/THY1/SEMA6A/PLXNA4/RIT2/SEMA3C/GSK3B/NTRK2/SEMA6D/SEMA7A,21
BP,GO:0007267,cell-cell signaling,58/1420,363/15876,0.15977961432506887,1.7863810964963334,4.750238888882298,9.496103873199832e-6,4.3154516490430346e-4,3.660720276732941e-4,GRIK2/DMD/GRIK4/GRIA2/DLG2/DGKI/ERC2/FCHSD2/PKP2/GABBR1/NAPB/LRP6/UNC13C/APBA1/UTRN/GLRB/SYT1/GRID2/RIMS1/SHISA9/CEP89/GRM5/NLGN1/OPHN1/DTNBP1/SNAP25/GRIA4/ERC1/GRIN2A/DLGAP1/STX3/GABRG3/GRM7/CDH2/CRHBP/HTR2A/SHISA6/GRM8/CACNA1A/GABRB2/SYP/CASK/SYT9/STXBP3/RIMBP2/GRIA3/GABRG1/UNC13B/CALB2/RAP1B/NTRK2/NALCN/GABRB1/LIN7A/GRIN2B/GRIK1/GABBR2/SV2A,58
BP,GO:0034220,monoatomic ion transmembrane transport,73/1420,493/15876,0.14807302231237324,1.6554981001628433,4.633950030413061,1.1467845224460438e-5,5.098205105222086e-4,4.3247160022679185e-4,SLC24A3/KCNAB1/PLCB4/CACNA1D/ANO2/KCNK12/FGF12/NEDD4/KCNQ3/WNK1/ATP6V0C/TMEM38B/KCNH8/KCNH5/STIM1/GLRB/FGF14/ATP1B1/RYR3/CACNB2/SCN9A/KCNH1/TRPM3/ATP2C1/TRPC3/KCNQ5/KCNIP1/ATP6V1H/KCNT2/ATP2B2/PLCH1/TMEM165/ATP2B1/FXYD6/GABRG3/KCNIP4/CACNA1C/ATP6V0A1/DPP10/KCNK13/TRPM8/TRPC1/HTR2A/ATP1A1/SLC12A9/HECW1/CACNA1A/GABRB2/NEDD4L/MICU3/CLIC2/HCN1/RYR2/GABRG1/ATP1B3/SCN7A/TRPM2/STAC2/DPP6/SLC24A2/SLC25A37/MCUB/SLC9A9/GABRB1/PLCE1/SLC8A1/ITPR2/SLC24A4/PLCB1/KCNJ3/ANO4/PLCD1/SLC12A2,73
BP,GO:0098662,inorganic cation transmembrane transport,64/1420,420/15876,0.1523809523809524,1.703661971830986,4.580544862541618,1.594757558601035e-5,6.938891930508759e-4,5.886137640704381e-4,SLC24A3/KCNAB1/PLCB4/CACNA1D/KCNK12/FGF12/NEDD4/KCNQ3/WNK1/ATP6V0C/TMEM38B/KCNH8/KCNH5/STIM1/FGF14/ATP1B1/RYR3/CACNB2/SCN9A/KCNH1/ATP2C1/TRPC3/KCNQ5/KCNIP1/ATP6V1H/KCNT2/ATP2B2/PLCH1/TMEM165/ATP2B1/FXYD6/KCNIP4/CACNA1C/ATP6V0A1/DPP10/KCNK13/TRPM8/TRPC1/HTR2A/ATP1A1/HECW1/CACNA1A/NEDD4L/MICU3/CLIC2/HCN1/RYR2/ATP1B3/SCN7A/TRPM2/STAC2/DPP6/SLC24A2/SLC25A37/MCUB/SLC9A9/PLCE1/SLC8A1/ITPR2/SLC24A4/PLCB1/KCNJ3/PLCD1/SLC12A2,64
BP,GO:0098655,monoatomic cation transmembrane transport,65/1420,429/15876,0.15151515151515152,1.6939820742637643,4.567008236802232,1.6501066841430137e-5,7.030142018900964e-4,5.963543454972997e-4,SLC24A3/KCNAB1/PLCB4/CACNA1D/KCNK12/FGF12/NEDD4/KCNQ3/WNK1/ATP6V0C/TMEM38B/KCNH8/KCNH5/STIM1/FGF14/ATP1B1/RYR3/CACNB2/SCN9A/KCNH1/TRPM3/ATP2C1/TRPC3/KCNQ5/KCNIP1/ATP6V1H/KCNT2/ATP2B2/PLCH1/TMEM165/ATP2B1/FXYD6/KCNIP4/CACNA1C/ATP6V0A1/DPP10/KCNK13/TRPM8/TRPC1/HTR2A/ATP1A1/HECW1/CACNA1A/NEDD4L/MICU3/CLIC2/HCN1/RYR2/ATP1B3/SCN7A/TRPM2/STAC2/DPP6/SLC24A2/SLC25A37/MCUB/SLC9A9/PLCE1/SLC8A1/ITPR2/SLC24A4/PLCB1/KCNJ3/PLCD1/SLC12A2,65
BP,GO:0050801,monoatomic ion homeostasis,43/1420,248/15876,0.17338709677419356,1.938516583371195,4.668668732278361,1.815787389037136e-5,7.578133082818253e-4,6.428394451413965e-4,SLC24A3/PLCB4/FTH1/TMEM178A/DMXL2/ATP13A3/WNK1/CA2/STIM1/ATP1B1/RYR3/PSEN1/ATP2C1/TRPC3/SLC4A7/ATP2B2/PLCH1/TMEM165/ATP2B1/ATP6V0A1/ATP13A4/UNC80/TRPC1/HTR2A/ATP1A1/SLC12A9/MICU3/CLIC2/RYR2/ATP1B3/TRPM2/CALB2/SLC24A2/MCUB/SLC9A9/PLCE1/SLC24A4/SLC11A1/PLCB1/LOC101867369/PLCD1/CCDC47/SLC12A2,43
BP,GO:0006816,calcium ion transport,30/1420,149/15876,0.20134228187919462,2.2510634275451364,4.808686769486303,1.8560386130866456e-5,7.591197927524381e-4,6.43947712498272e-4,SLC24A3/PLCB4/CACNA1D/STIM1/RYR3/CACNB2/ATP2C1/TRPC3/ATP2B2/PLCH1/TMEM165/ATP2B1/CACNA1C/TRPM8/TRPC1/HTR2A/CACNA1A/MICU3/CLIC2/RYR2/TRPM2/STAC2/SLC24A2/MCUB/PLCE1/SLC8A1/ITPR2/SLC24A4/PLCB1/PLCD1,30
BP,GO:0055080,monoatomic cation homeostasis,42/1420,242/15876,0.17355371900826447,1.9403794668839485,4.620114474081737,2.2090297332342666e-5,8.857776087184462e-4,7.51389267362244e-4,SLC24A3/PLCB4/FTH1/TMEM178A/DMXL2/ATP13A3/CA2/STIM1/ATP1B1/RYR3/PSEN1/ATP2C1/TRPC3/SLC4A7/ATP2B2/PLCH1/TMEM165/ATP2B1/ATP6V0A1/ATP13A4/UNC80/TRPC1/HTR2A/ATP1A1/SLC12A9/MICU3/CLIC2/RYR2/ATP1B3/TRPM2/CALB2/SLC24A2/MCUB/SLC9A9/PLCE1/SLC24A4/SLC11A1/PLCB1/LOC101867369/PLCD1/CCDC47/SLC12A2,42
BP,GO:0009968,negative regulation of signal transduction,44/1420,261/15876,0.1685823754789272,1.884798445847499,4.517213110109552,2.9747266366728796e-5,0.0011698684561530844,9.92378440736216e-4,EYA4/DEPTOR/LDLRAD4/TMBIM6/PPM1B/NXN/PPM1L/PEBP1/PDE4D/PPM1A/IRAK3/CD74/PTPRO/NLRC5/SPRED1/DDIT4/SLC25A4/CRHBP/PDE10A/DUSP10/APCDD1/SMURF1/APC/FRMD8/PEA15/VWC2/CHRDL1/PID1/SKIL/GSK3B/ANKRD6/CSNK1A1/DUSP16/PMEPA1/INSIG1/PIK3IP1/SESN1/PTCH1/LEMD3/EYA1/VWC2L/FAIM2/DLG5/GRB14,44
BP,GO:0000165,MAPK cascade,30/1420,153/15876,0.19607843137254902,2.192212096106048,4.644174199508965,3.158348945059026e-5,0.0011999126812525533,0.001017864418326706,PAK1/PAK5/CD4/GPR37/PEBP1/TNFRSF19/IRAK3/CD74/MAP3K13/MAP3K5/PDE8A/PTPN11/MAPK8/SPRED1/DUSP10/CSF1R/GPR37L1/PIK3R5/PEA15/DOK6/NEK10/SASH1/ANKRD6/DUSP16/SH3RF3/SEMA7A/MAP2K6/MAP2K5/PDGFB/RASSF2,30
BP,GO:0051128,regulation of cellular component organization,72/1420,499/15876,0.14428857715430862,1.6131869372547911,4.361986624314004,3.168473583747573e-5,0.0011999126812525533,0.001017864418326706,SEMA3E/PAK1/KANK1/ABHD17B/TIAM1/FCHSD2/SSH2/MYO10/ULK2/NAPB/STXBP6/NEDD4/ODF2L/SENP6/ERMN/GSN/SEMA5A/CDKL5/TRIM37/FER/CLIP1/MYCBP2/SEMA4D/CYFIP1/STMN4/WASF1/STMN1/CAPZA1/MAPRE2/TAOK3/OPHN1/CTTNBP2/ADD3/ARPC5/ROCK2/PLEKHO1/FLOT1/SSH1/SYNDIG1/CDH2/CLEC7A/C2CD5/SLC25A4/HECW1/MUSK/NEDD4L/APC/THY1/SEMA6A/PLXNA4/BIN1/RDX/RIT2/ZNF207/SEMA3C/CAMSAP2/GSK3B/NRP1/IQANK1/LRFN5/NTRK2/PHLDB2/EFNA5/CARMIL1/SEMA6D/SNX4/SEMA7A/BAIAP2/EPS8/MAP1B/RHOBTB1/ASAP1,72
BP,GO:0032879,regulation of localization,60/1420,397/15876,0.15113350125944586,1.6897151168978608,4.361847900197882,3.721542686525828e-5,0.001383737235262785,0.0011737994923243186,KCNAB1/PLCB4/ARL6IP5/FGF12/NEDD4/WNK1/ICA1L/FER/STIM1/FGF14/SYT1/RYR3/RIMS1/SHISA9/KCNIP1/OPHN1/DTNBP1/PLCH1/FXYD6/YIPF5/FLOT1/KCNIP4/DPP10/CLEC7A/C2CD5/SLC25A4/BORCS5/CRHBP/HTR2A/SHISA6/HECW1/NKAIN3/NEDD4L/IL1RAPL1/CASK/SREBF2/CLIC2/BIN1/PID1/TRIM22/SYT9/RYR2/RDX/UHMK1/TRPM2/RAP1B/STAC2/DPP6/GPC5/PLCE1/CNIH3/ICA1/STXBP5/PLCB1/KCNJ3/PLCD1/AZIN1/GPC6/STXBP5L/NKAIN2,60
BP,GO:0016477,cell migration,57/1420,372/15876,0.1532258064516129,1.7131076783280326,4.36195993460957,3.9000535797013744e-5,0.001424215994730234,0.0012081368983736587,ASTN2/SEMA3E/SRGAP2/ASTN1/ABI2/ABI1/SEMA5A/JAM3/SEMA4D/SRGAP3/DCLK1/SHTN1/AMOTL1/ARPC5/VAV3/NCKAP1/DCC/CLEC7A/CSF1R/WWC2/IL16/NEDD9/APC/THY1/LAMA4/FMNL2/SEMA6A/PLXNA4/VEGFA/FMNL3/SRGAP1/SEMA3C/RELN/NAV1/CTNNA2/SDC3/NRP1/RADIL/DISC1/PALLD/TNFAIP3/CX3CR1/CARMIL1/ITGB4/SEMA6D/SST/GPC5/SEMA7A/DOCK5/CTNNA1/CORO1C/PDGFB/GPC6/PRCP/MTUS1/ABI3/DOCK1,57
BP,GO:0006873,intracellular monoatomic ion homeostasis,39/1420,225/15876,0.17333333333333334,1.9379154929577467,4.440796709702012,4.404906825024353e-5,0.0015087489772211491,0.0012798447121145048,SLC24A3/PLCB4/FTH1/TMEM178A/DMXL2/ATP13A3/CA2/STIM1/ATP1B1/RYR3/PSEN1/ATP2C1/TRPC3/SLC4A7/ATP2B2/PLCH1/TMEM165/ATP2B1/ATP6V0A1/ATP13A4/TRPC1/HTR2A/ATP1A1/MICU3/CLIC2/RYR2/ATP1B3/TRPM2/CALB2/SLC24A2/MCUB/SLC9A9/PLCE1/SLC24A4/SLC11A1/PLCB1/LOC101867369/PLCD1/CCDC47,39
BP,GO:0030003,intracellular monoatomic cation homeostasis,39/1420,225/15876,0.17333333333333334,1.9379154929577467,4.440796709702012,4.404906825024353e-5,0.0015087489772211491,0.0012798447121145048,SLC24A3/PLCB4/FTH1/TMEM178A/DMXL2/ATP13A3/CA2/STIM1/ATP1B1/RYR3/PSEN1/ATP2C1/TRPC3/SLC4A7/ATP2B2/PLCH1/TMEM165/ATP2B1/ATP6V0A1/ATP13A4/TRPC1/HTR2A/ATP1A1/MICU3/CLIC2/RYR2/ATP1B3/TRPM2/CALB2/SLC24A2/MCUB/SLC9A9/PLCE1/SLC24A4/SLC11A1/PLCB1/LOC101867369/PLCD1/CCDC47,39
BP,GO:0001755,neural crest cell migration,10/1420,26/15876,0.38461538461538464,4.300108342361864,5.278095064345599,4.426647365930022e-5,0.0015087489772211491,0.0012798447121145048,SEMA3E/SEMA5A/SEMA4D/SEMA6A/SEMA3C/NRP1/RADIL/SEMA6D/SEMA7A/CORO1C,10
BP,GO:0090497,mesenchymal cell migration,10/1420,26/15876,0.38461538461538464,4.300108342361864,5.278095064345599,4.426647365930022e-5,0.0015087489772211491,0.0012798447121145048,SEMA3E/SEMA5A/SEMA4D/SEMA6A/SEMA3C/NRP1/RADIL/SEMA6D/SEMA7A/CORO1C,10
BP,GO:0007167,enzyme-linked receptor protein signaling pathway,53/1420,340/15876,0.15588235294117647,1.7428086164043084,4.339340746772882,4.51579988762026e-5,0.0015139034049481035,0.0012842171207589628,ERBB4/GAREM1/TGFBR2/LDLRAD4/ADAM9/ANKS1A/TGFBR1/CD63/RYK/ANGPT1/CHN1/SHC3/PIK3R3/PIK3R1/SMAD1/NRG1/EPHA3/IRS2/BMP2/CSF1R/EPHA5/MUSK/SMURF1/NEDD9/PTPN12/VWC2/DOK6/VEGFA/CHRDL1/PID1/FYN/NRP2/FGFR1/SKIL/IGFBP5/GSK3B/RGMB/TGFB2/ANKS1B/NRP1/FSTL5/FGFR2/NTRK2/EFNA5/HCK/PMEPA1/LEMD3/PDGFB/VWC2L/EPHB1/ECSIT/EPHA4/GRB14,53
BP,GO:0098771,inorganic ion homeostasis,36/1420,202/15876,0.1782178217821782,1.9925254497280716,4.449430058482509,4.6945795541682e-5,0.0015484540626248338,0.0013135258243241418,SLC24A3/PLCB4/FTH1/TMEM178A/ATP13A3/STIM1/ATP1B1/RYR3/PSEN1/ATP2C1/TRPC3/ATP2B2/PLCH1/TMEM165/ATP2B1/ATP13A4/TRPC1/HTR2A/ATP1A1/SLC12A9/MICU3/CLIC2/RYR2/ATP1B3/TRPM2/CALB2/SLC24A2/MCUB/PLCE1/SLC24A4/SLC11A1/PLCB1/LOC101867369/PLCD1/CCDC47/SLC12A2,36
BP,GO:0010648,negative regulation of cell communication,44/1420,267/15876,0.1647940074906367,1.8424434245924988,4.350967153098127,5.213807193015491e-5,0.001692418366621695,0.0014356481627551428,EYA4/DEPTOR/LDLRAD4/TMBIM6/PPM1B/NXN/PPM1L/PEBP1/PDE4D/PPM1A/IRAK3/CD74/PTPRO/NLRC5/SPRED1/DDIT4/SLC25A4/CRHBP/PDE10A/DUSP10/APCDD1/SMURF1/APC/FRMD8/PEA15/VWC2/CHRDL1/PID1/SKIL/GSK3B/ANKRD6/CSNK1A1/DUSP16/PMEPA1/INSIG1/PIK3IP1/SESN1/PTCH1/LEMD3/EYA1/VWC2L/FAIM2/DLG5/GRB14,44
BP,GO:0031344,regulation of cell projection organization,26/1420,128/15876,0.203125,2.270994718309859,4.5249417929364135,5.591279562768395e-5,0.0017865885477908387,0.0015155310393819598,SEMA3E/PAK1/TIAM1/MYO10/ULK2/NEDD4/ODF2L/ERMN/SEMA5A/CDKL5/SEMA4D/CDH2/HECW1/MUSK/NEDD4L/THY1/SEMA6A/PLXNA4/RIT2/SEMA3C/GSK3B/NRP1/NTRK2/SEMA6D/SEMA7A/EPS8,26
BP,GO:0023057,negative regulation of signaling,44/1420,268/15876,0.16417910447761194,1.8355686356947656,4.323673270555962,5.7101773620107897e-5,0.001796509646971087,0.0015239469299747016,EYA4/DEPTOR/LDLRAD4/TMBIM6/PPM1B/NXN/PPM1L/PEBP1/PDE4D/PPM1A/IRAK3/CD74/PTPRO/NLRC5/SPRED1/DDIT4/SLC25A4/CRHBP/PDE10A/DUSP10/APCDD1/SMURF1/APC/FRMD8/PEA15/VWC2/CHRDL1/PID1/SKIL/GSK3B/ANKRD6/CSNK1A1/DUSP16/PMEPA1/INSIG1/PIK3IP1/SESN1/PTCH1/LEMD3/EYA1/VWC2L/FAIM2/DLG5/GRB14,44
BP,GO:0030865,cortical cytoskeleton organization,11/1420,32/15876,0.34375,3.8432218309859154,5.045802955307858,6.206106838719895e-5,0.0019229528007851796,0.0016312063907831561,ANLN/RTKN/ROCK2/NCKAP1/EPB41L2/FMNL2/FMNL3/EPB41L3/RHOBTB1/EPB41L1/EPB41,11
BP,GO:0022603,regulation of anatomical structure morphogenesis,27/1420,137/15876,0.19708029197080293,2.2034131798087797,4.4336708536653004,7.028792263459416e-5,0.002145355250563359,0.001819866402227984,ADGRB3/SEMA3E/PAK1/TIAM1/MYO10/PHIP/ULK2/NEDD4/PPP1R16B/ERMN/SEMA5A/CDKL5/SEMA4D/MYH10/CDH2/HECW1/NEDD4L/FMNL2/SEMA6A/PLXNA4/VEGFA/FMNL3/RDX/SEMA3C/SEMA6D/SEMA7A/RHOBTB1,27
BP,GO:0048638,regulation of developmental growth,12/1420,38/15876,0.3157894736842105,3.530615270570793,4.894910131856075,7.483507140081756e-5,0.0022505547208039986,0.0019091052270672963,SEMA3E/ULK2/FTO/SEMA5A/CDKL5/MYCBP2/SEMA4D/WWC2/SEMA6A/SEMA3C/SEMA6D/SEMA7A,12
BP,GO:0042982,amyloid precursor protein metabolic process,6/1420,10/15876,0.6,6.708169014084508,5.659004876134789,7.756646330206571e-5,0.002298890108010498,0.0019501072695927428,ITM2B/ITM2A/PSEN1/ITM2C/GSAP/NECAB1,6
BP,GO:0071495,cellular response to endogenous stimulus,47/1420,297/15876,0.15824915824915825,1.769270166453265,4.1943464064855505,8.229168823242992e-5,0.0024040928919331316,0.0020393489053690908,GAREM1/TGFBR2/LDLRAD4/KIDINS220/ADAM9/NCOA2/TGFBR1/ADIPOR2/CD63/PDE8A/NR3C1/ESRRG/PIK3R3/ABHD2/PIK3R1/CRHBP/SMAD1/LPIN2/IRS2/BMP2/SMURF1/PTPN12/VWC2/VEGFA/CHRDL1/PID1/NRP2/FGFR1/SKIL/NR1D2/GSK3B/RGMB/TGFB2/NRP1/FSTL5/FGFR2/LPIN1/NTRK2/PMEPA1/INSIG1/SPHK1/LGR5/NR3C2/LEMD3/VWC2L/CYP27A1/GRB14,47
BP,GO:0070848,response to growth factor,28/1420,146/15876,0.1917808219178082,2.144163611807833,4.352884739945362,8.594776237082899e-5,0.002441155195115907,0.002070788192794243,GAREM1/TGFBR2/LDLRAD4/KIDINS220/ADAM9/TGFBR1/CD63/PDE8A/SMAD1/BMP2/SMURF1/PTPN12/VWC2/VEGFA/CHRDL1/NRP2/FGFR1/SKIL/RGMB/TGFB2/NRP1/FSTL5/FGFR2/NTRK2/PMEPA1/SPHK1/LEMD3/VWC2L,28
BP,GO:0071363,cellular response to growth factor stimulus,28/1420,146/15876,0.1917808219178082,2.144163611807833,4.352884739945362,8.594776237082899e-5,0.002441155195115907,0.002070788192794243,GAREM1/TGFBR2/LDLRAD4/KIDINS220/ADAM9/TGFBR1/CD63/PDE8A/SMAD1/BMP2/SMURF1/PTPN12/VWC2/VEGFA/CHRDL1/NRP2/FGFR1/SKIL/RGMB/TGFB2/NRP1/FSTL5/FGFR2/NTRK2/PMEPA1/SPHK1/LEMD3/VWC2L,28
BP,GO:0014032,neural crest cell development,10/1420,28/15876,0.35714285714285715,3.992957746478873,4.967859897581582,9.260820745774704e-5,0.0025251171233479025,0.002142011591443749,SEMA3E/SEMA5A/SEMA4D/SEMA6A/SEMA3C/NRP1/RADIL/SEMA6D/SEMA7A/CORO1C,10
BP,GO:0014033,neural crest cell differentiation,10/1420,28/15876,0.35714285714285715,3.992957746478873,4.967859897581582,9.260820745774704e-5,0.0025251171233479025,0.002142011591443749,SEMA3E/SEMA5A/SEMA4D/SEMA6A/SEMA3C/NRP1/RADIL/SEMA6D/SEMA7A/CORO1C,10
BP,GO:0048864,stem cell development,10/1420,28/15876,0.35714285714285715,3.992957746478873,4.967859897581582,9.260820745774704e-5,0.0025251171233479025,0.002142011591443749,SEMA3E/SEMA5A/SEMA4D/SEMA6A/SEMA3C/NRP1/RADIL/SEMA6D/SEMA7A/CORO1C,10
BP,GO:0120035,regulation of plasma membrane bounded cell projection organization,25/1420,125/15876,0.2,2.236056338028169,4.348266724105573,1.0033648985946156e-4,0.002699843707402617,0.0022902290206148566,SEMA3E/PAK1/TIAM1/MYO10/ULK2/NEDD4/ODF2L/SEMA5A/CDKL5/SEMA4D/CDH2/HECW1/MUSK/NEDD4L/THY1/SEMA6A/PLXNA4/RIT2/SEMA3C/GSK3B/NRP1/NTRK2/SEMA6D/SEMA7A/EPS8,25
BP,GO:0031345,negative regulation of cell projection organization,10/1420,29/15876,0.3448275862068966,3.8552695483244297,4.82335861713487,1.3008561016329988e-4,0.003408565952800137,0.00289142539709928,SEMA3E/ULK2/ODF2L/SEMA5A/SEMA4D/THY1/SEMA6A/SEMA3C/SEMA6D/SEMA7A,10
BP,GO:0048863,stem cell differentiation,10/1420,29/15876,0.3448275862068966,3.8552695483244297,4.82335861713487,1.3008561016329988e-4,0.003408565952800137,0.00289142539709928,SEMA3E/SEMA5A/SEMA4D/SEMA6A/SEMA3C/NRP1/RADIL/SEMA6D/SEMA7A/CORO1C,10
BP,GO:0007264,small GTPase-mediated signal transduction,42/1420,261/15876,0.16091954022988506,1.7991257892180672,4.079823499491852,1.3202258080146083e-4,0.003408565952800137,0.00289142539709928,RASGRF2/TIAM1/RAPGEF2/RAPGEF5/CHM/RHOU/RRAS2/STARD13/CTNNAL1/RASGEF1C/RGL1/ARFGEF3/RALGAPA1/SIPA1L1/ARHGEF12/CHN1/ROCK2/RALGPS1/ITSN1/RAPGEF4/RASGEF1B/RAP1GAP2/DOK6/GNA13/BRAF/RIT2/TAGAP/RHEB/RALGAPA2/RIT1/RAP1B/ARHGAP32/PSD3/NET1/PLCE1/EPS8/ARHGAP31/DOCK5/ARHGEF28/RHOBTB1/DOCK9/DOCK1,42
BP,GO:0050768,negative regulation of neurogenesis,9/1420,24/15876,0.375,4.192605633802817,4.905528848988776,1.3500921377839173e-4,0.003408565952800137,0.00289142539709928,SEMA3E/ULK2/SEMA5A/SEMA4D/SEMA6A/SEMA3C/SEMA6D/SEMA7A/DAAM2,9
BP,GO:0051961,negative regulation of nervous system development,9/1420,24/15876,0.375,4.192605633802817,4.905528848988776,1.3500921377839173e-4,0.003408565952800137,0.00289142539709928,SEMA3E/ULK2/SEMA5A/SEMA4D/SEMA6A/SEMA3C/SEMA6D/SEMA7A/DAAM2,9
