category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p_adjust,qvalue,geneID,Count
Organismal Systems,Immune system,mcf04662,B cell receptor signaling pathway - Macaca fascicularis (crab-eating macaque),22/1097,89/10949,0.24719101123595505,2.46717810576342,4.637366654002696,4.785262111769136e-5,3.033675602932886e-4,1.596671369964677e-4,101865181/102141214/102142026/102138947/102134477/101866246/102118154/102133756/101926738/102138313/102136095/102116992/101867458/102115964/102134197/102145713/102139656/102117471/102122725/102145011/102118276/102136490,22
Organismal Systems,Immune system,mcf04660,T cell receptor signaling pathway - Macaca fascicularis (crab-eating macaque),27/1097,121/10949,0.2231404958677686,2.2271333539254314,4.529172155923837,4.969897383919714e-5,3.092380594438933e-4,1.627568733915228e-4,101865181/101865955/102141214/102142026/102134477/101866246/102125257/102133756/101865477/102134473/101926738/102138313/102144364/101867458/102115964/102138311/101925723/101866132/102118497/101926197/101926770/102115437/102122725/102145011/102120560/102118276/101925934,27
Organismal Systems,Nervous system,mcf04730,Long-term depression - Macaca fascicularis (crab-eating macaque),17/1097,60/10949,0.2833333333333333,2.827909450015193,4.737451871648407,5.440681261114323e-5,3.3237616431534774e-4,1.7493482332386724e-4,102128018/102141214/102118154/101866436/102135875/102119905/101865477/101865995/102116992/102143695/101925220/102115744/102122483/102127819/102145011/101865389/102140615,17
Cellular Processes,Cell growth and death,mcf04210,Apoptosis - Macaca fascicularis (crab-eating macaque),30/1097,142/10949,0.2112676056338028,2.1086317357196966,4.436979371495121,5.797509925747433e-5,3.47850595544846e-4,1.8307926081307684e-4,102144792/102141214/102142026/101867183/102117377/101866246/101867077/101864918/102131405/102125635/102131393/101925657/102115080/101867458/102116193/102115964/102118497/102115744/102138168/102117938/102125241/102135998/102122725/102122692/102145011/102127213/102137473/101925579/101865389/101865529,30
Organismal Systems,Immune system,mcf04062,Chemokine signaling pathway - Macaca fascicularis (crab-eating macaque),38/1097,200/10949,0.19,1.896362807657247,4.268971950221161,7.609445804670542e-5,4.485568053279477e-4,2.3608252911997248e-4,101865181/102141214/102142026/102133054/102114934/101866246/102118154/102133756/101866436/102119905/101925562/102138313/101925550/102116992/101926461/101867458/102124268/102115964/101925779/101866132/102125173/102140851/101925220/101925741/102119008/101925134/102117471/107130111/102130539/102122725/101925341/102145011/102118276/101925934/101865530/102136158/102124562/102140615,38
Human Diseases,Infectious disease: bacterial,mcf05132,Salmonella infection - Macaca fascicularis (crab-eating macaque),46/1097,261/10949,0.17624521072796934,1.7590782244854477,4.141589689215309,9.616415552474694e-5,5.570889009709478e-4,0.00029320468472155146,102141214/102130619/102142026/102133054/102144117/101864918/102125035/102146984/102146708/102136293/101866800/101925562/101867466/101925060/101866606/101866865/102123206/101867458/102116470/101865975/101925673/102115964/101866132/101925859/102118497/102119797/102138168/101926843/102117163/101925378/102138451/101926770/102137773/101925721/101865173/102122725/102139035/102145011/102142532/101925934/102143877/102127213/102143553/102140196/102118932/102135101,46
Organismal Systems,Immune system,mcf04625,C-type lectin receptor signaling pathway - Macaca fascicularis (crab-eating macaque),24/1097,106/10949,0.22641509433962265,2.259816652620354,4.3490465383934485,1.0048839474911015e-4,5.722728921305256e-4,3.011962590160661e-4,102142026/102134477/101866246/101926738/102136323/102118522/101867458/102115964/101866132/102118497/102145713/102115744/101926770/101925134/101865168/102117471/102122725/102145011/102142532/102120328/101865389/102136845/102136158/101867233,24
Organismal Systems,Sensory system,mcf04750,Inflammatory mediator regulation of TRP channels - Macaca fascicularis (crab-eating macaque),23/1097,101/10949,0.22772277227722773,2.2728683989638707,4.288227916385099,1.2691790973488594e-4,7.107402945153612e-4,3.7407383921861116e-4,102128018/102124671/102142026/102133222/101866246/102135875/101925060/102116992/101926461/102143695/102118497/101925220/101925741/102115744/101926770/101865168/102117471/102122725/102134637/101865389/102136158/102116382/102140615,23
Organismal Systems,Excretory system,mcf04960,Aldosterone-regulated sodium reabsorption - Macaca fascicularis (crab-eating macaque),12/1097,37/10949,0.32432432432432434,3.2370346645642907,4.548098940011488,1.6557351720065778e-4,9.120115045806724e-4,4.8000605504245914e-4,102128018/102124503/101866184/102142026/101866246/102135875/102118229/102116992/102137075/102122725/102145011/101867463,12
Human Diseases,Drug resistance: antineoplastic,mcf01522,Endocrine resistance - Macaca fascicularis (crab-eating macaque),22/1097,97/10949,0.2268041237113402,2.2636994991025197,4.171414001278622,1.8794515779866356e-4,0.001018541500328241,5.360744738569691e-4,102128018/102145890/102141214/102142026/102145859/101864989/102115223/101866246/101866436/102136323/102138313/102138724/101925550/101926461/102118497/101925741/102135329/101926770/102135998/102122725/102145011/102118276,22
Human Diseases,Infectious disease: viral,mcf05165,Human papillomavirus infection - Macaca fascicularis (crab-eating macaque),57/1097,354/10949,0.16101694915254236,1.6070871251332601,3.8744555223941437,1.9513496634044876e-4,0.0010407198204823932,5.477472739381018e-4,102130928/102131342/102130741/102140874/102140241/102132631/101865955/102141214/102142026/102145859/102114934/101864989/102114969/101926636/102142627/101866246/102125257/102133756/102132675/102118238/102146984/102137059/101865477/102127262/102136323/102138313/102138724/101925550/101926461/102144364/102120608/101867161/102116470/101867036/102129690/102115964/102138311/101925723/102138674/102135329/101926423/101926197/102131731/101925134/102116249/102145776/102135998/102122725/102125039/102145011/102144774/102141221/102118276/101925934/101925271/102115718/101926880,57
Organismal Systems,Immune system,mcf04670,Leukocyte transendothelial migration - Macaca fascicularis (crab-eating macaque),25/1097,119/10949,0.21008403361344538,2.096818672774488,4.014233162687106,2.5613894077334724e-4,0.0013242320717869092,6.969642483088995e-4,101865181/102142026/102133054/101866246/102136275/102135875/102146984/102119905/102122323/101925550/102116992/102124268/102140851/102127304/102117792/101926770/102117471/102130539/102122725/102114959/102134170/101925934/102127552/102124166/102124562,25
Cellular Processes,Cell growth and death,mcf04216,Ferroptosis - Macaca fascicularis (crab-eating macaque),13/1097,44/10949,0.29545454545454547,2.948889533438303,4.322243532062759,2.561758472206818e-4,0.0013242320717869092,6.969642483088995e-4,101866585/102135286/102121052/101926188/102125971/102132163/101866849/102135998/101865675/102121244/101926715/102116568/102137377,13
Human Diseases,Cancer: specific types,mcf05222,Small cell lung cancer - Macaca fascicularis (crab-eating macaque),22/1097,100/10949,0.22,2.195788514129444,4.008372090490173,2.983420970986438e-4,0.0015188324943203684,7.993855233265096e-4,102131342/102140874/102142026/102145859/101866246/102128641/102131393/102115080/102127262/101925550/101867458/101867036/102115964/102135329/102138168/102116249/102145776/102135998/102122725/102137473/101925271/102146475,22
Human Diseases,Endocrine and metabolic disease,mcf04931,Insulin resistance - Macaca fascicularis (crab-eating macaque),23/1097,107/10949,0.21495327102803738,2.14541783453599,3.9729183060945537,3.1438353817433084e-4,0.0015766099824861964,8.297947276243139e-4,102133372/102134699/102142026/102123737/101866246/102131011/102133756/102144683/102146743/102116992/101867458/101867036/102118497/102144832/102122176/101865216/102133961/101866582/102122725/101866618/102136158/102120405/101926577,23
Organismal Systems,Endocrine system,mcf04928,"Parathyroid hormone synthesis, secretion and action - Macaca fascicularis (crab-eating macaque)",24/1097,114/10949,0.21052631578947367,2.1012330278750655,3.9438982560812494,3.2666037368956475e-4,0.0016140865523484376,8.495192380781249e-4,102141214/101866184/102138665/102132020/101866436/102135875/101925838/102119905/102137767/102146467/102138724/102116992/101926461/102135088/102146983/101925220/101925741/102115744/102117938/102144714/102127819/102145011/101865389/102140615,24
Environmental Information Processing,Signal transduction,mcf04668,TNF signaling pathway - Macaca fascicularis (crab-eating macaque),25/1097,121/10949,0.2066115702479339,2.062160512893918,3.920281202309529,3.3542531955799143e-4,0.0016333754691519584,8.596712995536623e-4,102144792/102141214/102142026/101867183/101866246/102125035/102116784/102131393/101925838/101925205/101925657/101925060/101867458/101865975/102115964/102118497/102138168/101926770/102117938/102122725/102145011/102127213/101925768/101865075/101867233,25
Organismal Systems,Nervous system,mcf04720,Long-term potentiation - Macaca fascicularis (crab-eating macaque),17/1097,69/10949,0.2463768115942029,2.459051695665385,4.056853117507943,3.5201342711682024e-4,0.001689664450160737,8.892970790319668e-4,102141214/102134699/102134477/101866436/102135875/101926738/102116992/101926461/101925220/102115744/102131731/102117938/101865168/102145011/101865389/101864901/102140615,17
Human Diseases,Cancer: overview,mcf05208,Chemical carcinogenesis - reactive oxygen species - Macaca fascicularis (crab-eating macaque),45/1097,269/10949,0.16728624535315986,1.6696600732650386,3.710679340343541,3.848977592826105e-4,0.0018214879875909455,9.586778882057608e-4,102134633/102140241/102141214/101925101/102142026/102146648/102146075/102129994/102132064/101866246/101866436/102125035/102123512/102117319/102137128/102135041/102142023/102118770/101925657/7857743/101866092/102138313/102138724/101925550/101867458/101867036/102134286/102115803/102115964/101925779/102118497/101865216/102117222/102138414/101926770/102120135/102122725/102145011/102118276/101865238/102136158/102124562/102127185/102116568/102118687,45
Environmental Information Processing,Signal transduction,mcf04370,VEGF signaling pathway - Macaca fascicularis (crab-eating macaque),15/1097,58/10949,0.25862068965517243,2.5812560902775594,4.028940331632938,4.422438530345322e-4,0.0020638046474944836,0.0010862129723655176,102140241/102141214/102142026/102134477/101866246/102135875/101926738/101925550/102116992/102143695/101926770/102117471/102122725/102145011/101925934,15
Organismal Systems,Endocrine system,mcf04921,Oxytocin signaling pathway - Macaca fascicularis (crab-eating macaque),30/1097,159/10949,0.18867924528301888,1.8831805438502949,3.7432241967027524,4.731659727206879e-4,0.0021778598196459057,0.0011462420103399505,102141214/102133054/102134477/102132307/102144683/102135875/102123532/102119905/101926738/102138724/102116992/101926461/102130815/101864805/102143695/102135088/102140851/102118759/101925220/101925741/102115744/102141554/102135329/101865168/102131750/102121021/102145011/101865389/101864901/102140615,30
Genetic Information Processing,Translation,mcf03013,Nucleocytoplasmic transport - Macaca fascicularis (crab-eating macaque),24/1097,117/10949,0.20512820512820512,2.047355257929551,3.800503432140567,4.887693514283245e-4,0.0022192770551340136,0.0011680405553336915,102116951/101925872/101926848/102137078/102121205/101864861/101865417/101925881/102140949/102141817/101925859/102119797/102146787/101866146/101925378/102142011/102118439/101925721/102132442/101926254/102131143/101864817/102115655/101925498,24
Cellular Processes,Transport and catabolism,mcf04148,Efferocytosis - Macaca fascicularis (crab-eating macaque),30/1097,160/10949,0.1875,1.8714106654512306,3.705107152968493,5.279352905876133e-4,0.002365150101832508,0.0012448158430697408,102119582/102115746/102141214/101866184/102144117/102123446/102131974/102116784/102118770/102137090/101925562/102117645/101866092/102132310/101925550/102120490/102139846/102122176/101925402/102119008/102117792/101867359/101926770/102119780/102116249/102145011/102127213/102134009/101866098/101926577,30
Human Diseases,Drug resistance: antineoplastic,mcf01524,Platinum drug resistance - Macaca fascicularis (crab-eating macaque),18/1097,78/10949,0.23076923076923078,2.303274665170745,3.854402044152786,5.627551028286779e-4,0.002487969928295208,0.0013094578569974777,102123248/101925101/102142026/102146648/101866246/102117319/102131393/101926047/101925657/102136323/102138168/101866992/102138414/102144998/102135998/102122725/102145011/102137473,18
Environmental Information Processing,Signal transduction,mcf04022,cGMP-PKG signaling pathway - Macaca fascicularis (crab-eating macaque),30/1097,163/10949,0.18404907975460122,1.836967524369306,3.5923670792382767,7.271758624995914e-4,0.0031731310363618532,0.0016700689665062388,102132718/102124671/102124503/102141214/102133054/102122392/102134477/101866950/102144572/102138665/101925838/102119905/101926738/102139202/101864805/102135088/102140851/101925209/101925220/101925741/102115744/101867359/102117938/101865168/102122483/102127819/102145011/101865389/102116568/102140615,30
Organismal Systems,Endocrine system,mcf04915,Estrogen signaling pathway - Macaca fascicularis (crab-eating macaque),27/1097,142/10949,0.19014084507042253,1.8977685621477267,3.593060222148869,7.862203351355583e-4,0.0033867952898147128,0.0017825238367445856,102145890/101925525/102141214/102142026/102115223/102130545/101866246/102125635/102123532/101925838/102119905/102138313/102138724/101866865/101926461/101925220/101925741/102115744/102117938/101925799/101865168/102122725/102145011/102118276/101865389/102136158/102140615,27
Human Diseases,Infectious disease: viral,mcf05167,Kaposi sarcoma-associated herpesvirus infection - Macaca fascicularis (crab-eating macaque),38/1097,224/10949,0.16964285714285715,1.693181078265399,3.4976839535545943,8.096795050791055e-4,0.0034437001735010053,0.001812473775526845,102140874/102140241/102141214/102142026/102145859/102134477/101866246/102118154/102133756/102125035/102141549/102146984/102136293/101926738/101866092/101925060/101867458/102116470/102115964/102118497/102145713/102125173/102143501/102119008/102115744/102135329/101926770/102131731/101925134/101865168/102117471/102135998/102122725/101925341/102145011/102144774/101865389/101926715,38
Human Diseases,Cancer: overview,mcf05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Macaca fascicularis (crab-eating macaque),19/1097,87/10949,0.21839080459770116,2.1797273651232727,3.6863357422754865,8.274976360666125e-4,0.003475490071479773,0.0018292053007788276,102141214/102142026/102134477/101866246/102117260/101926738/101866092/101925060/102138724/101867458/101867036/102115964/102125825/102119008/101926770/101925134/102138221/102122725/102145011,19
Environmental Information Processing,Signal transduction,mcf04152,AMPK signaling pathway - Macaca fascicularis (crab-eating macaque),24/1097,122/10949,0.19672131147540983,1.9634472555553892,3.570773454100353,9.168456648032324e-4,0.0038032116465911863,0.0020016903403111508,102128018/102139243/101865955/102138812/102142026/101866246/102125257/102123446/102144683/101925290/101865477/102144364/102115007/101925779/102138311/101925723/102135329/101867149/101926197/101926294/102122725/102132033/102134009/101926577,24
Human Diseases,Cancer: specific types,mcf05210,Colorectal cancer - Macaca fascicularis (crab-eating macaque),20/1097,95/10949,0.21052631578947367,2.1012330278750655,3.59711753688471,9.96367263822304e-4,0.004082675617613343,0.002148776640849128,102141214/102142026/101866246/102133756/101866436/102146984/102115080/102146086/102138313/102138724/102116470/102118497/102135329/101925163/102115287/102135998/102122725/102145011/102118276/102134273,20
Organismal Systems,Environmental adaptation,mcf04710,Circadian rhythm - Macaca fascicularis (crab-eating macaque),10/1097,33/10949,0.30303030303030304,3.0245020855777467,3.8864397689958214,0.0010520099556650638,0.004258739097632065,0.002241441630332666,102130020/102144683/102143687/102121584/101925711/101926774/102142259/102131896/102117999/101925629,10
Organismal Systems,Nervous system,mcf04726,Serotonergic synapse - Macaca fascicularis (crab-eating macaque),23/1097,117/10949,0.19658119658119658,1.9620487888491536,3.490954665311678,0.0011728846576775577,0.004691538630710231,0.0024692308582685424,102117212/102141214/101926433/101865527/102119567/101925100/101866436/102135875/102123532/102119905/102116992/101926461/102143695/102118538/102125173/101925220/102116284/102115744/102142641/101925341/102145011/101865389/102140615,23
Environmental Information Processing,Signal transduction,mcf04150,mTOR signaling pathway - Macaca fascicularis (crab-eating macaque),29/1097,161/10949,0.18012422360248448,1.797794096830996,3.402842075858154,0.001257407574635519,0.0049704581773827574,0.0026160306196751355,102128018/102141214/102134699/101925162/101866184/102142026/101866246/102133756/101866436/102144683/102135875/102133053/101925088/101925290/102138313/102116992/102128972/101867036/102121328/102115964/102123621/101926423/101867149/101926294/101866211/102122725/102145011/101866617/102118276,29
Human Diseases,Cancer: overview,mcf05230,Central carbon metabolism in cancer - Macaca fascicularis (crab-eating macaque),17/1097,77/10949,0.22077922077922077,2.203565805206644,3.536461933515003,0.0013433293542869033,0.005248356546981389,0.002762292919463889,102141214/102142026/101866246/102123512/101866092/101925790/102138724/101867161/101867036/107126374/102144714/102135998/102122725/102145011/102137242/102143086/102145864,17
Organismal Systems,Endocrine system,mcf04910,Insulin signaling pathway - Macaca fascicularis (crab-eating macaque),26/1097,140/10949,0.18571428571428572,1.8535877067326476,3.391781896304345,0.001394491729488749,0.005385623231128962,0.0028345385426994532,102141214/102138812/102142026/102123737/101866246/102133756/101866436/102144683/101926288/102138981/102133148/101925248/102138313/101926461/102121067/102118497/102144832/107126374/101865216/102137533/101865168/102122725/102145011/102118276/102115718/102145864,26
Human Diseases,Infectious disease: viral,mcf05170,Human immunodeficiency virus 1 infection - Macaca fascicularis (crab-eating macaque),38/1097,231/10949,0.1645021645021645,1.6418725607422053,3.2900797918257636,0.0014557541315664147,0.0055430056233938185,0.002917371380733588,102141214/102142026/102134477/102136171/102146944/101926636/101866246/102135875/102143687/101926366/102119905/102143866/101926738/101925060/101925550/102116992/101867458/101865975/102115964/101866132/102118497/102125173/102115744/101926770/101865168/102117471/102130539/102115437/102122725/101925341/102141131/102145011/102144774/102139788/101865389/102142346/101867173/102141447,38
Cellular Processes,Cellular community - eukaryotes,mcf04540,Gap junction - Macaca fascicularis (crab-eating macaque),20/1097,98/10949,0.20408163265306123,2.036909567838074,3.440547392700914,0.0014911826234242436,0.0055430056233938185,0.002917371380733588,102141214/102132043/102138136/102135875/102119905/101926774/102138313/102138724/102116992/101926461/101867161/102118759/101925220/101925741/102115744/102122483/102145011/102118276/101865389/102140615,20
Human Diseases,Endocrine and metabolic disease,mcf04936,Alcoholic liver disease - Macaca fascicularis (crab-eating macaque),27/1097,148/10949,0.18243243243243243,1.8208319988174135,3.3547615717606023,0.0014999910561234444,0.0055430056233938185,0.002917371380733588,102133372/102138812/102125658/102123546/102137096/102133756/102125035/102144683/102146984/101925657/101925060/102122135/101867458/102116470/101865975/102121328/102115964/101925779/102118497/102135329/101926770/102139794/101864908/102132033/102120901/102144774/102134009,27
Cellular Processes,Transport and catabolism,mcf04137,Mitophagy - animal - Macaca fascicularis (crab-eating macaque),22/1097,112/10949,0.19642857142857142,1.9605254590441463,3.4093521509637443,0.0015012306896691591,0.0055430056233938185,0.002917371380733588,102144117/102117377/102121325/101926801/101925628/102123469/101926489/101866092/101865725/101925779/102125825/102118497/102117938/102134229/101926564/102135998/102131884/101864872/102122718/102144774/101865179/101926715,22
Human Diseases,Infectious disease: parasitic,mcf05142,Chagas disease - Macaca fascicularis (crab-eating macaque),21/1097,106/10949,0.19811320754716982,1.9773395710428097,3.373899899987715,0.0017020335352561915,0.006216122476587829,0.0032716434087304365,102124671/102142026/101867183/101866246/102125257/102125035/102119905/101865477/101867458/102115964/102118497/101925220/101926197/101926770/101925163/102115287/102138221/102122725/102145011/102134273/102140615,21
Human Diseases,Infectious disease: bacterial,mcf05100,Bacterial invasion of epithelial cells - Macaca fascicularis (crab-eating macaque),17/1097,79/10949,0.21518987341772153,2.147779329125463,3.41637613341334,0.001807353302614575,0.0065297925771881414,0.0034367329353621797,102142026/102114969/101866246/102123512/102146984/102131974/101866800/101925562/102135212/101925550/101925222/101865745/102117163/102122725/101925934/102135299/102118932,17
Human Diseases,Infectious disease: viral,mcf05166,Human T-cell leukemia virus 1 infection - Macaca fascicularis (crab-eating macaque),38/1097,234/10949,0.1623931623931624,1.6208229125275617,3.2032297144817568,0.0018483433266079101,0.006606844231279338,0.003477286437515441,102141214/102142026/102145859/102134477/101926636/101866246/102125035/102126031/102141549/102131393/101925838/101926738/102146086/101926461/101867458/101867036/101925881/102115964/101867310/102118497/101925741/102131296/101867410/102135329/102131731/102117938/101925163/102115287/102135998/102122725/102118376/102140649/102145011/102134273/102136845/102145235/102116568/101867173,38
Environmental Information Processing,Signal transduction,mcf04371,Apelin signaling pathway - Macaca fascicularis (crab-eating macaque),26/1097,143/10949,0.18181818181818182,1.8147012513466478,3.272219490106225,0.0019098909194143598,0.006754982620244473,0.0035552540106549855,102141214/102132307/102138665/102125957/102144683/102136293/102119905/102146086/101926461/102135088/102125173/102140446/101925220/101925741/102115744/102135329/101865168/101925163/102115287/101925341/102127819/102145011/101865389/101926715/101864901/102140615,26
Organismal Systems,Circulatory system,mcf04261,Adrenergic signaling in cardiomyocytes - Macaca fascicularis (crab-eating macaque),28/1097,158/10949,0.17721518987341772,1.7687594475150872,3.2478552825540805,0.0019443387668420832,0.006805185683947291,0.0035816766757617315,102124503/101865955/101866950/102144572/102132307/102125257/102135875/101925838/102119905/101865477/101926461/102144364/102130815/102138311/101925723/101925220/101925741/101867359/101926197/101926770/102117938/101865168/102131750/102120080/102145011/102124629/102141630/102140615,28
Environmental Information Processing,Signal transduction,mcf04020,Calcium signaling pathway - Macaca fascicularis (crab-eating macaque),41/1097,259/10949,0.1583011583011583,1.5799812053230466,3.1519800222464314,0.002047053174022567,0.007090823365686417,0.003732012297729693,102140241/102134477/101866950/102144572/102132307/102132043/102141308/102135875/102123512/101925502/102138981/102143455/102133148/101926738/102138724/102116992/101926461/101867161/102143748/102118538/102134282/101925209/101925220/101925741/102115744/101867359/102142641/101865168/102117471/102144714/102122144/102117404/102130539/101865389/102145693/102143086/102138553/102116568/102128386/101864901/102140615,41
Environmental Information Processing,Signal transduction,mcf04310,Wnt signaling pathway - Macaca fascicularis (crab-eating macaque),30/1097,174/10949,0.1724137931034483,1.7208373935183732,3.1982455105253984,0.002127592811322108,0.007294603924532941,0.0038392652234383894,102119503/102133054/102134477/102145961/102116467/101865361/102133756/102135875/102143687/102118238/102146984/101926738/102146086/102116992/101926461/102121205/102116470/102125825/102118497/102133571/101925220/102138674/102135329/102131731/102136115/102135998/102144285/102134009/102115221/102140615,30
Metabolism,Global and overview maps,mcf01250,Biosynthesis of nucleotide sugars - Macaca fascicularis (crab-eating macaque),11/1097,42/10949,0.2619047619047619,2.6140339453921952,3.4969800887047082,0.00224276501058325,0.007611808520767394,0.004006215010930207,101866937/102142214/101865269/102131011/102125411/102133835/107126374/101926783/102120405/102145864/101865104,11
Cellular Processes,Cell growth and death,mcf04110,Cell cycle - Macaca fascicularis (crab-eating macaque),28/1097,160/10949,0.175,1.7466499544211485,3.1746433645689898,0.002353413140055778,0.007907468150587415,0.0041618253424144285,102140874/101865955/102119604/102145859/101926636/102133756/102131212/101865015/101925427/101865477/102115080/102136323/102146086/102115184/102115803/101867310/101925723/101867410/102135329/102133206/102145597/102131731/101925163/102135998/101926307/102125093/102125039/102131773,28
Environmental Information Processing,Signal transduction,mcf04350,TGF-beta signaling pathway - Macaca fascicularis (crab-eating macaque),21/1097,109/10949,0.1926605504587156,1.9229173810141085,3.2312453796211833,0.002437277305100752,0.00810817004469161,0.004267457918258741,102129291/102132657/102122481/101866775/102123469/102134051/101865477/102146086/101867066/102140851/102127693/102131731/102122724/101925163/102115287/101866144/102125039/102145011/102115162/102140572/102134273,21
Human Diseases,Cancer: specific types,mcf05221,Acute myeloid leukemia - Macaca fascicularis (crab-eating macaque),15/1097,68/10949,0.22058823529411764,2.2016596064132123,3.316729247367794,0.002545094647414258,0.008383841191482262,0.00441254799551698,102141214/102142026/101866246/101866436/102135814/102138313/102116470/102115964/102128204/102135329/102124214/102122725/102145011/102118276/102137242,15
Human Diseases,Cancer: specific types,mcf05224,Breast cancer - Macaca fascicularis (crab-eating macaque),26/1097,146/10949,0.1780821917808219,1.7774128694696618,3.155473027065108,0.0025804315336022286,0.008417718400877173,0.004430378105724828,102128018/102140874/102145890/101925525/102141214/102142026/102145859/101864989/102115223/101866246/102133756/101866436/102118238/102146984/102115080/102138313/102138724/102116470/101867036/102135329/102144714/102135998/102122725/102145011/102118276/102137242,26
Organismal Systems,Endocrine system,mcf04929,GnRH secretion - Macaca fascicularis (crab-eating macaque),14/1097,63/10949,0.2222222222222222,2.217968196090347,3.2350467742521465,0.0032513194820736717,0.01050426294208417,0.005528559443202195,102141214/102142026/101866246/102135875/102123532/102116992/102135203/101925220/102115744/101925799/102122725/102145011/101865389/102140615,14
Human Diseases,Cancer: specific types,mcf05216,Thyroid cancer - Macaca fascicularis (crab-eating macaque),10/1097,38/10949,0.2631578947368421,2.6265412848438325,3.351452881774418,0.0033843981815560426,0.010752031638861298,0.005658964020453315,102141214/101867069/101866436/102146984/102115080/102116470/102135329/102135998/102145011/101865675,10
Organismal Systems,Nervous system,mcf04725,Cholinergic synapse - Macaca fascicularis (crab-eating macaque),21/1097,112/10949,0.1875,1.8714106654512306,3.0930422495884664,0.0034240029292974044,0.010752031638861298,0.005658964020453315,102141214/102142026/101866246/102135875/102123532/102119905/102116992/101926461/102125173/101925220/101925741/102119008/102115744/102117938/102122725/101925341/102145011/101865389/102124629/101864901/102140615,21
Organismal Systems,Endocrine system,mcf04917,Prolactin signaling pathway - Macaca fascicularis (crab-eating macaque),15/1097,70/10949,0.21428571428571427,2.138755046229978,3.1892851646547125,0.003424010075470711,0.010752031638861298,0.005658964020453315,102141214/102142026/102115223/101866246/102133756/102138313/101925779/102118497/102119008/102135329/101926770/101925134/102122725/102145011/102118276,15
Environmental Information Processing,Signal transduction,mcf04072,Phospholipase D signaling pathway - Macaca fascicularis (crab-eating macaque),27/1097,157/10949,0.17197452229299362,1.7164530944266063,3.0171376701561408,0.0035847214210699358,0.011152466643328689,0.005869719285962467,102141214/102142026/102135864/102132043/101866246/102135875/102135212/102138313/102138724/102123206/101867161/102143695/102145713/101865745/101925220/102145183/101925741/102117471/102130539/102122725/102121794/102127819/102145011/102118276/102137242/102118932/102140615,27
Metabolism,Amino acid metabolism,mcf00280,"Valine, leucine and isoleucine degradation - Macaca fascicularis (crab-eating macaque)",12/1097,51/10949,0.23529411764705882,2.3484369135074266,3.220704096542967,0.0038075288480182404,0.011736969659946136,0.006177352452603228,101865465/101926022/102136623/102122135/102115294/102143422/101926860/102116846/102133303/102139794/102142372/102143563,12
Human Diseases,Neurodegenerative disease,mcf05010,Alzheimer disease - Macaca fascicularis (crab-eating macaque),61/1097,435/10949,0.14022988505747128,1.3996144133949435,2.83798628798969,0.004089980484164419,0.012493031297084043,0.006575279630044232,102119582/102128252/102141214/102121052/102142026/101926433/102134477/102124843/102132064/102117377/101866246/102133756/101866436/102130095/101926640/102118238/102146984/102136293/102116784/102137128/102135041/101925657/7857743/101926424/101926738/102143985/101926612/102116193/101865007/102115964/102125825/102118497/102140446/102134282/101925220/102115744/102138674/102117222/101867359/102135853/102117938/101865168/102122725/101866278/102122692/102145011/102137340/102134571/101865895/102127213/102137473/101865389/102140196/101865238/102146039/102123783/102134506/102127185/102116568/102137377/102140615,61
Organismal Systems,Endocrine system,mcf04922,Glucagon signaling pathway - Macaca fascicularis (crab-eating macaque),21/1097,114/10949,0.18421052631578946,1.8385788993906824,3.003242524677215,0.004251953291462484,0.012870777530913464,0.006774093437322875,102133372/102139243/102138812/102134477/102144683/102138981/101925838/102133148/101926738/101926461/102144832/101925220/102115744/102131731/102132417/102117938/101864822/101865168/101865389/102134009/102140615,21
Genetic Information Processing,"Folding, sorting and degradation",mcf03018,RNA degradation - Macaca fascicularis (crab-eating macaque),16/1097,79/10949,0.20253164556962025,2.021439368588671,3.040324034441362,0.004606575125850242,0.013819725377550725,0.007273539672395119,102114776/102134259/101865884/102134671/102135531/102142167/101926618/102119460/102137519/101926104/102147019/102138473/102131910/102120215/102131530/101865470,16
Metabolism,Glycan biosynthesis and metabolism,mcf00514,Other types of O-glycan biosynthesis - Macaca fascicularis (crab-eating macaque),11/1097,46/10949,0.2391304347826087,2.3867266457928737,3.144888677410883,0.004821238120758713,0.014335716890043608,0.00754511415265453,102124772/102131044/102130237/102121444/102137839/102144908/101866582/102125311/102136008/102116054/101865712,11
Organismal Systems,Immune system,mcf04659,Th17 cell differentiation - Macaca fascicularis (crab-eating macaque),20/1097,108/10949,0.18518518518518517,1.8483068300752894,2.9562331031752622,0.004886852136373517,0.014403353665100892,0.007580712455316259,102133222/102134477/101926738/101866092/102146086/102142259/101866865/101867458/102115964/102118497/102119008/101926770/101925134/101925163/102115287/102138221/102140649/102145011/102133649/102134273,20
Human Diseases,Cancer: overview,mcf05231,Choline metabolism in cancer - Macaca fascicularis (crab-eating macaque),19/1097,101/10949,0.18811881188118812,1.8775869382745018,2.9565450841791727,0.005027973924336558,0.014690428161539855,0.007731804295547292,102141214/102142026/102135864/102132043/101866246/102135875/101866092/102119326/102138313/102138724/102116992/101867161/102143695/102118497/102145183/102122725/102116552/102145011/102118276,19
