category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p_adjust,qvalue,geneID,Count
Metabolism,Amino acid metabolism,mcf00250,"Alanine, aspartate and glutamate metabolism - Macaca fascicularis (crab-eating macaque)",10/882,38/10949,0.2631578947368421,3.266797947249075,4.143086338534339,6.433904373160371e-4,0.0034923990297522803,0.0019845024761517382,102134328/101865666/102132786/102134559/101926704/101865472/101865315/101925059/102129898/101926166,10
Metabolism,Lipid metabolism,mcf00100,Steroid biosynthesis - Macaca fascicularis (crab-eating macaque),7/882,20/10949,0.35,4.344841269841269,4.431512213023991,6.546099776623233e-4,0.0034923990297522803,0.0019845024761517382,102131949/102118907/102125224/102146764/102121286/101926160/101865422,7
Human Diseases,Infectious disease: viral,mcf05163,Human cytomegalovirus infection - Macaca fascicularis (crab-eating macaque),35/882,246/10949,0.14227642276422764,1.7661956381468575,3.5975440367019043,6.593319702187196e-4,0.0034923990297522803,0.0019845024761517382,102138724/101867458/102136323/102146317/102138249/102115744/101866246/102145011/102130539/102140615/102140628/102134477/101865065/102140874/102137250/102146984/102133756/102119905/102118744/101926770/102127819/102141214/102118276/102146405/102132744/101866070/102131483/101867258/102145859/101926144/102136437/102123983/101926461/101866593/102140241,35
Organismal Systems,Endocrine system,mcf04928,"Parathyroid hormone synthesis, secretion and action - Macaca fascicularis (crab-eating macaque)",20/882,114/10949,0.17543859649122806,2.17786529816605,3.7418402943380626,7.131438881500179e-4,0.0037193196628131702,0.002113446664476976,102138724/102144714/102143822/102115744/102132020/102145011/102140615/102138665/101925869/102119905/102127819/102141214/102146405/102146983/101867258/102135088/101926144/101866184/102136437/101926461,20
Cellular Processes,Cellular community - eukaryotes,mcf04540,Gap junction - Macaca fascicularis (crab-eating macaque),18/882,98/10949,0.1836734693877551,2.28009162848813,3.767652727567147,7.422369796816464e-4,0.003812399032001184,0.0021663375962000203,102138724/101926774/101867105/102115744/102145011/102140615/102119905/102122483/102118744/102118759/102141214/102118276/102132043/102131483/101926144/101866438/101926461/102138136,18
Human Diseases,Cancer: overview,mcf05203,Viral carcinogenesis - Macaca fascicularis (crab-eating macaque),32/882,222/10949,0.14414414414414414,1.7893812179526465,3.5170276965337424,8.823977184171038e-4,0.0044608576158954175,0.002534814295012766,102120705/101867458/102136323/102147242/102125329/102139788/102138249/101866246/102145011/102136443/101867212/102140874/102118154/102121227/102118744/102118276/102115184/102146405/102116653/101865678/102131483/102131212/102145859/102127552/102143246/101865547/102136437/102123983/101926461/101866593/102115185/102127681,32
Organismal Systems,Nervous system,mcf04724,Glutamatergic synapse - Macaca fascicularis (crab-eating macaque),20/882,116/10949,0.1724137931034483,2.140315896473532,3.654529351422869,8.948032975837415e-4,0.0044608576158954175,0.002534814295012766,101866847/102134559/101926704/102122335/102115744/102119891/102145011/102140615/102134477/102137250/102119905/102117956/101866070/102143695/102133362/101926144/102141926/102117589/101926461/102116971,20
Human Diseases,Infectious disease: viral,mcf05160,Hepatitis C - Macaca fascicularis (crab-eating macaque),26/882,168/10949,0.15476190476190477,1.9211883165964798,3.561436387868238,9.129054479375972e-4,0.004485144157258629,0.002548614751679333,102138724/101865477/101867458/101866246/102143094/102145011/101867183/102139656/102140874/101926197/102146984/102133756/102118744/102141214/102140083/102118276/102115184/102142696/102132744/102117377/102131483/102131212/101926817/102145859/102123983/102136275,26
Cellular Processes,Cell growth and death,mcf04210,Apoptosis - Macaca fascicularis (crab-eating macaque),23/882,142/10949,0.1619718309859155,2.010691130912459,3.58807658143328,9.401178559446553e-4,0.004488731734721664,0.0025506533378483603,102125635/101865017/101867105/102116193/101867458/102116556/102115744/101866246/102145011/101867183/102121272/102140222/102118744/102126403/102141214/102132744/102117377/102131483/102115935/101925657/102115080/102143353/102127213,23
Organismal Systems,Endocrine system,mcf04915,Estrogen signaling pathway - Macaca fascicularis (crab-eating macaque),23/882,142/10949,0.1619718309859155,2.010691130912459,3.58807658143328,9.401178559446553e-4,0.004488731734721664,0.0025506533378483603,102138724/102125635/102122018/102115744/101866246/102130545/102145011/102140615/102131230/102119905/101925525/102118744/102145890/102141214/102118276/102146405/102132744/102115223/102131483/101926144/102131294/102136437/101926461,23
Environmental Information Processing,Signal transduction,mcf04371,Apelin signaling pathway - Macaca fascicularis (crab-eating macaque),23/882,143/10949,0.16083916083916083,1.9966303537732109,3.5507598448134936,0.0010372307533541055,0.00488362813037558,0.0027750471909912472,102128414/102143822/102147003/102115744/102145011/102140615/102138665/102143296/102119905/102118744/102127819/102141214/102125957/102132744/102131483/102116114/101865279/102135088/102115287/101926144/102139312/102146086/101926461,23
Organismal Systems,Immune system,mcf04062,Chemokine signaling pathway - Macaca fascicularis (crab-eating macaque),29/882,200/10949,0.145,1.80000566893424,3.379680792123218,0.0013737534758437937,0.006379485319329399,0.0036250452210441855,101925779/101867458/102138249/101866246/102145011/102130539/102140615/101925869/102133022/101865065/102132362/102114934/102133756/102119905/102118154/102139509/102118744/101925562/102141214/102117662/102118276/102117471/102132744/102131483/102144586/101926144/102141926/101926461/101866593,29
Human Diseases,Cancer: overview,mcf05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Macaca fascicularis (crab-eating macaque),16/882,87/10949,0.1839080459770115,2.2830036229051007,3.5561843176017245,0.001412337603551971,0.0064481168273667995,0.00366404402859222,102138724/102116823/101867458/101866092/101866246/101867036/102145011/102134477/102137250/102118744/101926770/102141214/102132744/101866070/102131483/102123983,16
Metabolism,Glycan biosynthesis and metabolism,mcf00512,Mucin type O-glycan biosynthesis - Macaca fascicularis (crab-eating macaque),9/882,35/10949,0.2571428571428571,3.1921282798833817,3.844675275975002,0.001426574519328938,0.0064481168273667995,0.00366404402859222,102127281/101865712/102116800/102118870/102125311/102130237/102122701/102132648/102131833,9
Human Diseases,Endocrine and metabolic disease,mcf04934,Cushing syndrome - Macaca fascicularis (crab-eating macaque),24/882,157/10949,0.15286624203821655,1.8976558776376793,3.3532071952593676,0.0016780446790423654,0.007484962449938972,0.00425321573773896,102138724/101926221/102115744/102132310/102145011/102140615/102133022/102116470/102140874/102146984/102133756/102119905/102118770/102141214/102142970/102146405/102144586/102133348/102145859/101926144/102119841/102136437/101926461/102133326,24
Organismal Systems,Endocrine system,mcf04922,Glucagon signaling pathway - Macaca fascicularis (crab-eating macaque),19/882,114/10949,0.16666666666666666,2.0689720332577473,3.3959083723684307,0.0017978654642706927,0.007915277823217725,0.004497735884641651,102128414/102141498/102145637/102144217/102115744/102140615/102134477/102137250/102118205/102144832/102146405/102132744/101866070/101865678/101865279/102138981/102125557/102136437/101926461,19
Organismal Systems,Endocrine system,mcf04921,Oxytocin signaling pathway - Macaca fascicularis (crab-eating macaque),24/882,159/10949,0.1509433962264151,1.8737859923843752,3.2850695654885196,0.001997617625361307,0.008681953525608757,0.0049333876577748875,102128414/102138724/101866264/102115744/102133300/102145011/102140615/102134477/102137250/102119905/102118744/102118759/102141214/101866070/102143695/102126394/102131483/101865279/102135088/101926144/102117465/102143449/102119841/101926461,24
Organismal Systems,Endocrine system,mcf04924,Renin secretion - Macaca fascicularis (crab-eating macaque),14/882,74/10949,0.1891891891891892,2.3485628485628487,3.445276412617191,0.002081728235837992,0.008932985720874422,0.005076032873529015,101865017/101926221/102139202/102115744/102140615/102134477/102137250/102119905/101866070/102116995/101926144/102143449/102119841/101926461,14
Human Diseases,Endocrine and metabolic disease,mcf04931,Insulin resistance - Macaca fascicularis (crab-eating macaque),18/882,107/10949,0.16822429906542055,2.088308220484455,3.348426340081012,0.0021082204146806267,0.008933584007209155,0.005076372840612561,102128414/102139611/102145637/101926221/102144217/101867458/101926577/102137897/101866246/102133300/101867036/102133756/102121272/102144832/102146405/102132744/101865279/102136437,18
Human Diseases,Infectious disease: bacterial,mcf05135,Yersinia infection - Macaca fascicularis (crab-eating macaque),22/882,142/10949,0.15492957746478872,1.9232697773945258,3.277720131593151,0.002160465626065453,0.00904194873131097,0.005137949442104976,102116823/101925068/101867458/102138249/101866246/102119232/102145011/102130539/101866800/101865065/102133756/102121272/101926770/101925562/102117163/102141214/102135101/102132744/101866593/102137950/102114969/102125035,22
Human Diseases,Cancer: specific types,mcf05214,Glioma - Macaca fascicularis (crab-eating macaque),14/882,76/10949,0.18421052631578946,2.2867585630743523,3.3318145606857903,0.0027000955663890828,0.011162590207389012,0.006342971612955098,102138724/102136323/101866246/101867036/102145011/102140874/102118744/102141214/102118276/102117471/102132744/102131483/102145859/102115080,14
Environmental Information Processing,Signal transduction,mcf04022,cGMP-PKG signaling pathway - Macaca fascicularis (crab-eating macaque),24/882,163/10949,0.147239263803681,1.8278035140436544,3.151682879179168,0.002794480100554935,0.011413599446844854,0.006485603784420458,102143822/102139202/102115744/102133300/102145011/102140615/102138665/102134477/102137250/102119905/102122483/102132718/102127819/102141214/102146405/102132744/101866070/101867258/102135088/101926144/102124503/102143449/102119841/102136437,24
Organismal Systems,Nervous system,mcf04720,Long-term potentiation - Macaca fascicularis (crab-eating macaque),13/882,69/10949,0.18840579710144928,2.338837950639193,3.3020965288616257,0.0030787812729879656,0.012288024216147449,0.006982482321238885,102115744/102133300/102145011/102140615/102133022/102134477/102137250/102118744/102141214/101866070/102131483/102144586/101926461,13
Metabolism,Glycan biosynthesis and metabolism,mcf00514,Other types of O-glycan biosynthesis - Macaca fascicularis (crab-eating macaque),10/882,46/10949,0.21739130434782608,2.6986591738144536,3.4171481764611618,0.0030810680187980327,0.012288024216147449,0.006982482321238885,102127281/101865712/102116800/102118870/102125311/102130237/102124772/102136008/102121444/102131044,10
Cellular Processes,Cellular community - eukaryotes,mcf04530,Tight junction - Macaca fascicularis (crab-eating macaque),25/882,176/10949,0.14204545454545456,1.7633284374355804,3.021698289449672,0.00376172992354591,0.014676539392976806,0.008339719636437683,102128414/102117220/101865477/101867105/101867463/102125329/102134849/101926197/102145680/102114934/102121272/102132718/102143429/102117163/102142696/102139594/102119696/101865279/102144586/102132597/102127552/101925657/101926461/101866593/102136275,25
Organismal Systems,Immune system,mcf04610,Complement and coagulation cascades - Macaca fascicularis (crab-eating macaque),15/882,87/10949,0.1724137931034483,2.140315896473532,3.1606874959316253,0.0037665455079321005,0.014676539392976806,0.008339719636437683,101925781/102132631/102133702/102123736/102136210/102121077/102147003/102143442/102146832/101866962/102145643/102135485/102142263/101925124/102131020,15
Metabolism,Global and overview maps,mcf01210,2-Oxocarboxylic acid metabolism - Macaca fascicularis (crab-eating macaque),8/882,33/10949,0.24242424242424243,3.009413866556724,3.4217340693802627,0.003877429701353375,0.014936916690440841,0.008487675063967316,102134328/101865666/102145238/102132786/102134149/101925790/102122263/102129898,8
Organismal Systems,Endocrine system,mcf04929,GnRH secretion - Macaca fascicularis (crab-eating macaque),12/882,63/10949,0.19047619047619047,2.364539466580283,3.2149473397488,0.003991794976459624,0.01520470221370576,0.00863984010280439,102135203/102115744/101866246/102145011/102140615/101925869/102143736/102118744/102141214/102132744/102131483/102119841,12
Human Diseases,Drug resistance: antineoplastic,mcf01522,Endocrine resistance - Macaca fascicularis (crab-eating macaque),16/882,97/10949,0.16494845360824742,2.0476424246674614,3.067578634283093,0.004440365379452732,0.016725376262605292,0.009503939934969006,102138724/102136323/101866246/102145011/102121272/102118744/101926770/102145890/102141214/102118276/102132744/102115223/102131483/102145859/101864989/101926461,16
Metabolism,Carbohydrate metabolism,mcf00562,Inositol phosphate metabolism - Macaca fascicularis (crab-eating macaque),13/882,72/10949,0.18055555555555555,2.24138636936256,3.1280256743584665,0.0045162286557052424,0.01682419246466019,0.00956009073445991,102119398/101926413/102134403/101867036/102140615/101925728/102117471/102124544/102121085/101866163/102133042/102143610/102124103,13
Human Diseases,Infectious disease: parasitic,mcf05142,Chagas disease - Macaca fascicularis (crab-eating macaque),17/882,106/10949,0.16037735849056603,1.9908976169083983,3.034300860942012,0.004599541026617641,0.01694830878286283,0.009630617939027784,101865477/101867458/102147003/101866246/102145011/102140615/101867183/101926197/102119905/102121272/101926770/102134273/102142696/102132744/102115287/101926144/102125035,17
Metabolism,Global and overview maps,mcf01200,Carbon metabolism - Macaca fascicularis (crab-eating macaque),19/882,126/10949,0.15079365079365079,1.8719270777093906,2.913689445996316,0.005662729906234372,0.02064156385175755,0.011729253795595813,102134328/101865666/102145238/102141498/102132786/102129493/102135475/101865918/101925790/101865678/101866917/102122263/102129898/101925577/102145864/102125557/102126003/101865104/101926166,19
Environmental Information Processing,Signal transduction,mcf04350,TGF-beta signaling pathway - Macaca fascicularis (crab-eating macaque),17/882,109/10949,0.1559633027522936,1.9361022696540393,2.9071909547107158,0.006129338190686809,0.022104740921732216,0.012560681846536236,101865477/102121890/102130245/101866775/102134143/102145011/102115162/102115061/101867010/102134273/102145501/102126087/102127300/102115287/102146086/102132657/102122724,17
Human Diseases,Cancer: specific types,mcf05224,Breast cancer - Macaca fascicularis (crab-eating macaque),21/882,146/10949,0.14383561643835616,1.7855512067840833,2.8283320352278514,0.006524505165275829,0.02328218158977375,0.013229744545656253,102138724/102144714/101866246/101867036/102145011/102116470/102140874/102146984/102133756/101925525/102118744/102145890/102141214/102142970/102118276/102132744/102115223/102131483/102145859/101864989/102115080,21
Organismal Systems,Immune system,mcf04670,Leukocyte transendothelial migration - Macaca fascicularis (crab-eating macaque),18/882,119/10949,0.15126050420168066,1.87772251757846,2.8494966133196193,0.006749265955798546,0.023833345406413617,0.013542934977095767,102125329/102138249/102127304/101866246/102130539/102133022/102146984/102119905/101926770/102117471/102119696/102144586/101926144/102127552/102143747/101925124/101866593/102136275,18
Cellular Processes,Cell growth and death,mcf04114,Oocyte meiosis - Macaca fascicularis (crab-eating macaque),19/882,129/10949,0.14728682170542637,1.828393889855684,2.8013654257567504,0.0073026003286313255,0.025521458880474426,0.014502179708513648,101865477/102147242/102115744/102133300/102145011/101925723/102134477/102137250/101867010/101926770/101865955/102125259/102141214/102115184/101866070/102131212/102141971/102143687/101926461,19
Organismal Systems,Circulatory system,mcf04261,Adrenergic signaling in cardiomyocytes - Macaca fascicularis (crab-eating macaque),22/882,158/10949,0.13924050632911392,1.7285082809495105,2.730133239715934,0.007980233322821207,0.02755891058976499,0.015659930563350386,101865477/101926221/101926485/102144364/102133300/102145011/102140615/101925723/101926197/102119905/101926770/101865955/101864882/102142696/102146405/102132744/101926144/102117465/102124503/102119841/102136437/101926461,22
Cellular Processes,Transport and catabolism,mcf04137,Mitophagy - animal - Macaca fascicularis (crab-eating macaque),17/882,112/10949,0.15178571428571427,1.8842423874311627,2.784052732050526,0.008048177428869421,0.02755891058976499,0.015659930563350386,102116967/101925779/101866092/102143296/102134229/102144117/101926564/102121272/102140222/102118744/102121325/102126087/101864914/102117377/102131483/101865725/102117668,17
Metabolism,Carbohydrate metabolism,mcf00030,Pentose phosphate pathway - Macaca fascicularis (crab-eating macaque),7/882,30/10949,0.23333333333333334,2.896560846560847,3.078843596437559,0.008461577948348883,0.028684749244902715,0.016299671205766798,102141498/102129493/101865918/102144892/101866917/102125557/101865104,7
Genetic Information Processing,Information processing in viruses,mcf03266,Virion - Herpesvirus - Macaca fascicularis (crab-eating macaque),4/882,11/10949,0.36363636363636365,4.514120799835085,3.4514033970047158,0.00871595415670377,0.029048042026244357,0.01650610678715329,102117130/102137456/102128252/102114969,4
Organismal Systems,Aging,mcf04213,Longevity regulating pathway - multiple species - Macaca fascicularis (crab-eating macaque),11/882,61/10949,0.18032786885245902,2.2385599048362517,2.8711741203509784,0.008740118839754939,0.029048042026244357,0.01650610678715329,102128414/101925779/101866246/102116460/102123902/102118744/102132744/102131483/101865279/102131294/101926461,11
Human Diseases,Infectious disease: viral,mcf05161,Hepatitis B - Macaca fascicularis (crab-eating macaque),23/882,169/10949,0.13609467455621302,1.689456453192717,2.6735755774863037,0.008891574678712374,0.02926450306877179,0.01662910747270684,102116823/101867458/102139788/101866246/102143094/102145011/102130539/102121272/102118744/101926770/102134273/102141214/102118276/102115184/102146405/102132744/102131483/102115287/102145859/102146086/102136437/102123983/102125035,23
Organismal Systems,Endocrine system,mcf04917,Prolactin signaling pathway - Macaca fascicularis (crab-eating macaque),12/882,70/10949,0.17142857142857143,2.1280855199222546,2.80251669819911,0.00948525575284162,0.03084092945317345,0.017524887719083188,101925779/101866246/102145011/102133756/102121272/102118744/101926770/102141214/102118276/102132744/102115223/102131483,12
Human Diseases,Cancer: specific types,mcf05216,Thyroid cancer - Macaca fascicularis (crab-eating macaque),8/882,38/10949,0.21052631578947367,2.6134383577992595,2.9489238008079464,0.00955250027310682,0.03084092945317345,0.017524887719083188,102145011/102116470/102146984/102118744/102141214/102120453/102131483/102115080,8
Genetic Information Processing,"Folding, sorting and degradation",mcf04120,Ubiquitin mediated proteolysis - Macaca fascicularis (crab-eating macaque),22/882,161/10949,0.13664596273291926,1.696300052111942,2.6344535731998353,0.0098934147036192,0.031640260231385935,0.01797909524093658,101867463/102136323/102139788/102125306/102114921/102129529/101865827/102126628/101867010/101925366/102126087/102144301/102135696/102141971/101926817/102123009/102144800/102141097/102143687/101865547/101867444/102138693,22
Human Diseases,Infectious disease: bacterial,mcf05132,Salmonella infection - Macaca fascicularis (crab-eating macaque),32/882,261/10949,0.12260536398467432,1.522002415270067,2.526365582624428,0.01096960546625476,0.03458067164306533,0.019649939173050635,102116823/101867105/101867458/102139035/102143553/102145011/101866800/102116470/102123206/101867466/102146984/102144117/102121272/102118744/101926770/101925562/102117163/102141214/101926228/102135101/102140196/102135797/102123992/101925378/101865498/102132744/102131834/101866438/101866593/102127213/102146451/102125035,32
Human Diseases,Infectious disease: viral,mcf05170,Human immunodeficiency virus 1 infection - Macaca fascicularis (crab-eating macaque),29/882,231/10949,0.12554112554112554,1.558446466609732,2.5391146640233706,0.01101685114292347,0.03458067164306533,0.019649939173050635,102116823/101867458/102139788/102138249/102115744/101866246/102145011/102130539/102134477/101865065/102125306/102143866/102137250/102119905/102121272/102140222/101867010/102118744/101926770/102141214/102117471/102132744/101866070/102131483/102136171/101926144/102143687/101866593/101866949,29
Cellular Processes,Cellular community - eukaryotes,mcf04550,Signaling pathways regulating pluripotency of stem cells - Macaca fascicularis (crab-eating macaque),20/882,145/10949,0.13793103448275862,1.7122527171788255,2.555509387795468,0.012242159604481101,0.037203470009042894,0.02114030433676401,102121890/101866775/102144714/101866246/102145011/102146984/102133756/102118744/101926770/102141214/102142970/102118276/102128947/102132744/102143086/102131483/102146086/102132657/102123983/102122724,20
Metabolism,Global and overview maps,mcf01230,Biosynthesis of amino acids - Macaca fascicularis (crab-eating macaque),13/882,81/10949,0.16049382716049382,1.9923434394333865,2.6532694102257084,0.012257038190305797,0.037203470009042894,0.02114030433676401,102134328/101865666/102129493/101926704/102131487/101865472/101865315/101865918/101925790/102115084/101865678/102129898/102125557,13
Cellular Processes,Cell growth and death,mcf04115,p53 signaling pathway - Macaca fascicularis (crab-eating macaque),13/882,81/10949,0.16049382716049382,1.9923434394333865,2.6532694102257084,0.012257038190305797,0.037203470009042894,0.02114030433676401,102130435/102130245/102136323/101866115/102147003/101867036/102140628/101925383/102140874/102140222/102144301/101865915/102115080,13
Environmental Information Processing,Signal transduction,mcf04066,HIF-1 signaling pathway - Macaca fascicularis (crab-eating macaque),17/882,117/10949,0.1452991452991453,1.8037192084811133,2.5869891407086003,0.012291411920391753,0.037203470009042894,0.02114030433676401,102138724/102138091/102129493/102144217/101866092/102147003/101866246/102145011/102118770/101926813/102141214/102117471/102132744/102145864/102125557/102140241/101926565,17
Environmental Information Processing,Signal transduction,mcf04310,Wnt signaling pathway - Macaca fascicularis (crab-eating macaque),23/882,174/10949,0.13218390804597702,1.6409088539630412,2.5223997147524626,0.012441954382669802,0.037325863148009404,0.021209852371016056,102144285/102121590/102117103/102140615/102116470/102134477/102137250/102146984/102133756/102133571/102121272/101867010/102142970/101925454/101866070/102121365/102143687/102144252/102146086/101926461/102145961/101866593/101865361,23
Metabolism,Carbohydrate metabolism,mcf00051,Fructose and mannose metabolism - Macaca fascicularis (crab-eating macaque),8/882,40/10949,0.2,2.4827664399092972,2.7807498682131455,0.013029455468699543,0.03842542772705911,0.021834663170476068,102141498/101925847/102129493/101866937/101926813/101925992/102145864/102125557,8
Human Diseases,Infectious disease: viral,mcf05167,Kaposi sarcoma-associated herpesvirus infection - Macaca fascicularis (crab-eating macaque),28/882,224/10949,0.125,1.5517290249433107,2.4694648164782547,0.01303517459767492,0.03842542772705911,0.021834663170476068,101867458/101866092/102115744/101866246/102143094/102145011/102116470/102134477/102140874/102137250/102141549/102146984/102133756/102118154/102121272/102118744/101926770/102141214/102140083/102117471/102132744/101866070/102131483/102145859/102123983/101866593/102140241/102125035,28
Human Diseases,Cancer: specific types,mcf05222,Small cell lung cancer - Macaca fascicularis (crab-eating macaque),15/882,100/10949,0.15,1.8620748299319727,2.563313726553739,0.01368990068664002,0.04000755459285316,0.0227336826284494,102118598/102145776/101867458/102126233/101866246/102119232/101867036/102140874/102140222/102128641/102131342/102132744/102145859/102115080/102127262,15
Human Diseases,Cancer: specific types,mcf05226,Gastric cancer - Macaca fascicularis (crab-eating macaque),20/882,147/10949,0.1360544217687075,1.6889567618430592,2.4891450239780366,0.014109814333914061,0.04088228255723818,0.02323073345124852,102138724/101866246/102145011/102116470/102146984/102133756/101865745/102118744/102134273/102141214/102142970/102128641/102118276/102132744/102143086/102131483/102115287/102145859/102146086/102115080,20
Cellular Processes,Cell motility,mcf04820,Cytoskeleton in muscle cells - Macaca fascicularis (crab-eating macaque),29/882,236/10949,0.1228813559322034,1.525428532995119,2.4152703767410055,0.014529137088246458,0.04174048705860635,0.023718395068234626,102117220/101866418/102118598/102145776/101926587/102138792/102124156/102130245/102144285/102135267/102117596/101866643/102119232/102145988/102132539/102146250/102128399/101867063/101865160/101864882/101864871/102118376/102131342/102127300/101925661/102124503/102145961/102127262/102114969,29
Environmental Information Processing,Signal transduction,mcf04392,Hippo signaling pathway - multiple species - Macaca fascicularis (crab-eating macaque),6/882,26/10949,0.23076923076923078,2.8647305075876504,2.817626582067588,0.015281395102372305,0.04353271377902699,0.024736800563769413,101925522/102126115/102139594/102144252/102134227/102144868,6
Metabolism,Carbohydrate metabolism,mcf00500,Starch and sucrose metabolism - Macaca fascicularis (crab-eating macaque),7/882,34/10949,0.20588235294117646,2.5557889822595703,2.6892422932934448,0.016891549673027185,0.0477186278263018,0.027115382369859428,102145637/102141897/101865907/102144832/102145864/101865269/101865104,7
Human Diseases,Cardiovascular disease,mcf05418,Fluid shear stress and atherosclerosis - Macaca fascicularis (crab-eating macaque),20/882,150/10949,0.13333333333333333,1.655177626606198,2.391467978172279,0.01732530545195285,0.048539492133983606,0.027581825991364696,101866418/102116284/101865472/102146317/102116556/101866246/102138665/102145988/102146984/102121272/101926770/102118759/102132744/102135088/101925657/102132657/101866593/102140241/101926565/102125035,20
Human Diseases,Neurodegenerative disease,mcf05017,Spinocerebellar ataxia - Macaca fascicularis (crab-eating macaque),20/882,151/10949,0.13245033112582782,1.6442161853703954,2.3593919678399593,0.018515621690749183,0.051449145517737487,0.02923519214328818,102116193/102131140/102142259/102115744/101866246/102140615/102146273/102125634/102121272/102137340/101925440/101926470/101925588/102132744/102124843/102117668/101925657/101866278/101925885/102122953,20
Environmental Information Processing,Signal transduction,mcf04150,mTOR signaling pathway - Macaca fascicularis (crab-eating macaque),21/882,161/10949,0.13043478260869565,1.619195504288672,2.3427282589378806,0.018844402475261042,0.0519370117001097,0.029512414659587257,102121328/101866115/102123621/101866246/101867036/102145011/102116460/102140628/102133756/102118744/102141214/102118276/101925088/102132744/101925162/102131483/101867149/102126077/101866184/101866706/102123475,21
Organismal Systems,Endocrine system,mcf04914,Progesterone-mediated oocyte maturation - Macaca fascicularis (crab-eating macaque),14/882,96/10949,0.14583333333333334,1.8103505291005293,2.3603982700143336,0.021173614956761545,0.057885931212436806,0.032892797428585425,102147242/101866246/102145011/102145817/102119905/102121272/101926770/102125259/102141214/102132744/102131483/102141971/101926144/101926461,14
Organismal Systems,Immune system,mcf04625,C-type lectin receptor signaling pathway - Macaca fascicularis (crab-eating macaque),15/882,106/10949,0.14150943396226415,1.7566743678603516,2.3170685312725547,0.022413001585191657,0.06078406029903978,0.03453961507444272,101867458/102136323/102115744/101866246/102145011/102134477/102143296/102137250/102121272/102118744/101926770/102117471/102132744/101866070/102131483,15
Metabolism,Metabolism of cofactors and vitamins,mcf00860,Porphyrin metabolism - Macaca fascicularis (crab-eating macaque),8/882,44/10949,0.18181818181818182,2.2570603999175427,2.4729839703724523,0.022617287819062155,0.0608512743703339,0.03457780844518274,101926862/102130527/102142962/102142959/102124961/102146536/102137176/101926565,8
Human Diseases,Neurodegenerative disease,mcf05010,Alzheimer disease - Macaca fascicularis (crab-eating macaque),47/882,435/10949,0.10804597701149425,1.3412646284567469,2.149827289492688,0.022999790290959107,0.0613931410128751,0.03488571589925832,101867105/102116193/102131140/102135853/102129758/102115744/101866246/102145011/102140615/102134477/102137250/102146984/102133756/102141631/102121272/102118744/102118472/102137340/102134506/102141214/102142970/102128252/102140196/101925588/101865498/102143985/102132744/102117377/101865007/101866070/102131483/102124843/101925657/102119049/101926433/101925772/102144252/102121052/102119582/102119841/101866278/101866438/102119414/102126003/102122953/102127213/101925169,47
Human Diseases,Infectious disease: bacterial,mcf05100,Bacterial invasion of epithelial cells - Macaca fascicularis (crab-eating macaque),12/882,79/10949,0.1518987341772152,1.885645397399466,2.338354200361976,0.023575354635747895,0.06243785329311356,0.03547935771662718,102135212/102138249/101866246/102119232/101866800/101865065/102146984/101865745/101925562/102117163/101866593/102114969,12
Environmental Information Processing,Signaling molecules and interaction,mcf04512,ECM-receptor interaction - Macaca fascicularis (crab-eating macaque),13/882,89/10949,0.14606741573033707,1.813256388697801,2.2801279958988103,0.02544799610820665,0.06657788241315708,0.03783186611273946,101866418/102118598/102132631/102145776/102130245/101926577/102126233/102119232/102146250/102131342/101867504/102127262/102114969,13
Human Diseases,Cancer: overview,mcf05207,Chemical carcinogenesis - receptor activation - Macaca fascicularis (crab-eating macaque),24/882,196/10949,0.12244897959183673,1.5200610856587533,2.174549127289668,0.02553134133837882,0.06657788241315708,0.03783186611273946,102138724/101865417/101866246/102145011/102129760/101925869/102119905/102134633/102118770/102118744/102141214/102118276/102146405/101925378/102132744/102115223/102131483/102145859/101926144/101864989/102119841/102136437/101926461/102140241,24
Organismal Systems,Endocrine system,mcf04920,Adipocytokine signaling pathway - Macaca fascicularis (crab-eating macaque),11/882,71/10949,0.15492957746478872,1.9232697773945258,2.3101220167982017,0.02580851701853241,0.06678692571971365,0.03795065178297655,102128414/102137495/102144217/101867458/101926577/101866264/102115046/102121272/102132744/102132163/101865279,11
Organismal Systems,Excretory system,mcf04960,Aldosterone-regulated sodium reabsorption - Macaca fascicularis (crab-eating macaque),7/882,37/10949,0.1891891891891892,2.3485628485628487,2.432044556308956,0.026227632442809703,0.06735732877357947,0.03827477461749742,101867463/101866246/102145011/102118229/102131483/101866184/102124503,7
Genetic Information Processing,Translation,mcf03015,mRNA surveillance pathway - Macaca fascicularis (crab-eating macaque),14/882,99/10949,0.1414141414141414,1.7554914221580886,2.2350328905952734,0.026936006142656867,0.06768236121338495,0.03845946934342321,101865477/102144364/102133300/101925723/101926197/102125723/101865955/102142696/101865006/102116951/101866893/102131579/102132054/101865524,14
Organismal Systems,Immune system,mcf04621,NOD-like receptor signaling pathway - Macaca fascicularis (crab-eating macaque),24/882,197/10949,0.1218274111675127,1.5123450395386582,2.1478436967881236,0.02694371890265011,0.06768236121338495,0.03845946934342321,101865017/102138546/101925453/101867458/102147203/102144763/102115744/102143094/102145011/102140615/102146549/102134229/101926564/102121272/102140222/101926770/102146083/102128025/102135101/102140083/102114767/102136355/101925205/102123983,24
